Input1,Input2,Input3,Input4,Input5,Input6,Output
24,12,2.974142,3.465736,15,17,20
21,10,2.51538,2.639057,35,29,20
37,19,2.51538,4.060443,30,11,20
56,16,2.51538,4.060443,52,43,20
48,18,2.51538,2.890372,50,18,20
81,8,2.671898,2.639057,0,36,20
52,14,2.671898,2.079442,2.652,40,20
48,12,2.671898,3.951244,50,14,20
76,7,2.671898,3.713572,27,27.5,20
56,15,2.671898,2.397895,0,22,20
48,9,2.972106,3.78419,0,32,20
49,12,3.263454,3.258096,19.8,6,20
37,12,3.263454,3.332205,24.2,25,20
33,12,3.263454,4.043051,0,38.5,20
35,20,2.802044,2.772589,25,11,20
22,12,2.802044,4.158883,0,22,20
62,0,2.802044,3.555348,0,21,20
70,14,2.802044,2.397895,53,26,20
39,11,2.802044,2.639057,23,27,20
35,2,3.347194,3.806663,0,23.5,20
41,12,3.347194,2.484907,0,33,20
63,12,3.473622,2.833213,16,38,20
22,15,3.473622,4.094345,20,21,20
69,12,3.473622,2.995732,35,26,20
67,11,3.473622,3.332205,42,24,20
71,8,3.473622,3.135494,0,21,20
29,10,3.473622,4.043051,42,28,20
30,15,3.5869,2.639057,25,14,20
39,14,3.5869,1.098612,34,34,20
24,12,3.5869,2.397895,40,15,20
47,12,3.5869,3.688879,0,39.5,20
56,12,3.5869,3.091043,10,17.5,20
37,12,3.5869,3.73767,20,21.5,20
23,16,3.5869,1.098612,10,11,20
28,12,3.5869,2.833213,26.216,13,20
77,14,3.5869,2.944439,28,18,20
24,16,3.5869,1.791759,20,6,20
76,12,3.5869,3.044522,0,17,20
24,13,3.5869,2.890372,46.427,23,20
30,12,3.5869,0.6931472,37,27,20
23,12,3.5869,2.079442,0,39,20
46,12,3.939259,3.178054,44,24,20
52,11,3.939259,4.189655,19.7,26,20
65,15,3.939259,3.091043,0.6,20,20
54,12,3.939259,4.110874,3,18,20
28,12,3.939259,2.995732,50,7,20
37,12,3.939259,3.258096,38,15,20
48,10,3.06759,3.044522,25.5,5,20
74,8,3.06759,1.098612,0,24,20
28,12,3.06759,3.78419,35,19,20
24,12,3.06759,2.944439,0,40,20
44,12,3.06759,4.110874,60,15,20
26,16,2.369769,3.178054,40.595,12,20
58,12,2.369769,1.386294,30,22,20
38,12,2.369769,4.532599,32,10,20
50,16,2.369769,3.367296,30,26,20
43,16,5.405502,3.988984,30,23,20
19,10,5.405502,2.890372,10.4,8,20
67,8,5.405502,3.044522,0,39,20
30,16,5.405502,3.951244,0,46,20
46,12,2.952215,3.433987,14,1,20
19,12,2.952215,3.496508,16,14,20
21,12,2.952215,2.079442,22,9,20
37,12,2.80428,3.713572,28.473,19,21
46,12,2.80428,2.484907,17,15,21
40,12,2.80428,2.944439,0,4,21
61,6,2.80428,3.637586,17,29,21
25,15,3.046716,3.89182,0,16,21
23,13,3.046716,3.135494,27,5,21
50,12,3.046716,3.044522,30,24,21
61,11,3.046716,3.850147,29,18,21
48,10,2.836982,2.944439,35,21.5,21
45,14,2.836982,3.78419,2,40,21
28,16,2.836982,2.890372,0,48,21
69,16,2.836982,2.70805,17.5,8,21
36,12,2.836982,3.688879,0,25,21
45,18,2.699069,2.70805,0,33,21
39,16,2.699069,3.637586,60.5,14,21
23,13,2.699069,2.56495,37,39.5,21
24,12,2.699069,1.791759,25,7,21
44,12,2.699069,3.583519,7.9,35,21
35,14,2.172099,3.091043,25,28,21
53,5,2.172099,4.007333,0,45,21
38,16,2.172099,3.178054,15,14.5,21
49,10,2.482947,2.56495,2,18,21
62,12,2.482947,2.995732,40.8,28,21
58,5,2.482947,4.41884,23,10,21
28,11,2.482947,3.713572,80,18,21
77,8,2.806738,4.043051,19,9,21
39,12,2.806738,3.367296,31.887,34,21
47,11,2.806738,3.091043,99.999,36,21
32,15,2.806738,3.367296,47,21,21
32,12,2.806738,3.970292,17.703,1,21
60,12,2.806738,0,30,16,21
25,13,3.23631,2.639057,10,5,21
35,19,3.23631,3.663562,30,7,21
74,8,3.23631,2.484907,99.999,19,21
31,11,3.23631,3.7612,33.2,12,21
34,16,2.906841,2.995732,39,18,21
78,15,2.906841,2.833213,35,26,21
52,16,2.906841,3.89182,23,20,21
32,16,2.906841,4.127134,0,24,21
48,14,2.377292,3.526361,0,18,21
22,12,2.377292,3.433987,40,21,21
33,16,2.377292,1.098612,38,13,21
76,11,2.104451,4.234107,8,20,21
80,10,2.104451,4.204692,17,14,21
88,9,2.404572,3.7612,25,8,21
19,11,2.404572,2.944439,43,35,21
37,10,2.404572,3.73767,6,42.5,21
35,16,2.404572,2.995732,56,35,21
64,16,2.76636,3.135494,87,17,21
72,12,2.76636,1.098612,30,33,21
47,14,2.76636,3.401197,73,20,21
49,12,1.236498,2.833213,32,7,21
78,8,1.236498,3.912023,61,11,21
61,12,2.214848,4.043051,88,35,21
76,6,2.214848,4.025352,0,19,21
67,12,3.074388,0,35,22,21
83,10,3.074388,3.555348,23.7,20,21
21,12,3.074388,3.332205,0,46,21
68,12,3.074388,4.317488,44.5,14,21
25,12,3.074388,3.332205,46,44.5,21
65,8,2.845143,2.944439,29,46,21
47,11,2.845143,2.197225,0,46,21
27,14,2.845143,3.044522,0,36.5,21
37,11,2.845143,3.7612,53,37,21
64,7,2.845143,3.912023,0,46,21
38,17,2.931677,3.610918,35,15,21
44,12,2.931677,2.56495,6,11,21
23,16,2.931677,2.70805,19.5,17,21
35,12,2.468875,4.174387,27,11,21
52,12,2.468875,2.772589,56,14,21
38,14,2.641055,3.044522,0,16,21
21,11,2.641055,3.713572,28,15,21
29,10,2.641055,3.78419,27,47,21
19,12,2.641055,2.772589,33.613,19,21
32,16,1.898457,3.583519,0,44,21
66,10,1.898457,3.401197,0,47,21
24,12,1.898457,0,39,7,21
20,13,2.263556,2.70805,0,3,21
75,13,2.263556,3.73767,6.037,29,21
25,16,2.588372,1.386294,14.076,37,21
58,10,2.588372,3.610918,68,20,21
35,16,2.588372,3.583519,39.9,25,21
32,13,1.912054,0,53.3,14,21
40,19,1.912054,3.465736,70,12,21
24,16,1.912054,3.496508,90,20,21
60,14,1.912054,1.791759,60,13,21
24,16,2.841474,3.332205,38,9,21
24,10,2.841474,3.433987,69,14,21
23,12,2.841474,1.94591,37,7,21
56,5,2.557472,4.127134,0,39,21
29,15,2.557472,2.397895,26,19,21
20,11,2.557472,3.850147,43,28,21
89,9,2.557472,3.218876,12,28,21
23,12,2.598217,2.197225,42,16,21
70,12,2.372985,4.174387,0,20,21
24,7,2.372985,2.772589,45,18,21
42,10,2.372985,3.044522,79.6,29,21
62,8,1.624866,3.89182,47,21,21
24,12,2.649727,3.044522,30,15.5,21
26,10,2.649727,3.89182,25,43,21
29,14,2.649727,3.988984,55,8,21
23,16,1.77023,4.189655,32,25,22
43,12,1.842668,3.401197,0,13,22
23,16,1.842668,0,10,38,22
23,12,1.842668,4.189655,11.453,12,22
25,14,1.842668,4.094345,40,33.5,22
26,13,1.842668,3.091043,0,45,22
26,12,2.173538,3.931826,0,14,22
35,14,2.173538,2.890372,58,14,22
82,10,2.173538,2.833213,70,18,22
21,12,2.173538,2.397895,35,12,22
37,10,2.173538,4.110874,99.999,23,22
32,10,2.567454,4.077538,77.245,9,22
75,12,2.567454,3.951244,22,27,22
72,10,2.710809,3.78419,25,18,22
24,12,2.710809,2.639057,23,33,22
58,8,2.710809,2.772589,63,28,22
49,12,2.710809,4.41884,99.999,11,22
78,12,2.710809,3.7612,33,18,22
34,15,2.973563,3.091043,0,38,22
73,12,2.973563,4.007333,26,10,22
68,12,2.973563,3.401197,0,46,22
35,12,2.973563,4.189655,25.9,10,22
30,16,2.633914,4.477337,37.5,25,22
33,20,2.633914,4.174387,42,39,22
39,18,2.633914,3.044522,30,32,22
33,15,2.633914,4.110874,6,14,22
72,12,2.633914,3.332205,26,19,22
29,12,2.430449,3.135494,0,33,22
62,12,2.430449,4.043051,45,9,22
44,7,2.430449,2.995732,45,37,22
33,15,2.019052,3.610918,10.75,24,22
35,12,2.019052,4.094345,38,16,22
64,14,2.61139,4.26268,34,18,22
62,12,2.61139,4.189655,30,7.5,22
39,17,2.65909,4.007333,25,17,22
32,12,2.65909,3.135494,25,32,22
34,12,2.65909,4.077538,16,11,22
55,0,2.65909,2.995732,47.1,12,22
66,11,1.984179,2.995732,30,15,22
55,9,1.984179,4.025352,0,35,22
27,12,1.971952,3.912023,32,25,22
21,13,1.971952,2.079442,35,19,22
42,12,2.141831,3.091043,10,26,22
36,14,2.141831,2.302585,18.153,23,22
42,9,2.141831,4.127134,14.492,33,22
39,12,2.141831,2.484907,0,44,22
63,11,3.102992,3.951244,43,29,22
36,12,3.102992,3.178054,24,22,22
59,8,3.102992,3.091043,26,18,22
60,9,3.102992,2.944439,15,9,22
64,12,3.102992,3.89182,17,10,22
29,19,2.786196,2.397895,0,40,22
63,10,2.786196,3.78419,25.639,6,22
57,11,2.786196,2.890372,2.1,22,22
59,9,2.786196,3.871201,0,6,22
40,13,2.480396,3.295837,26,14,22
43,12,2.480396,3.367296,2.864,10,22
26,13,2.480396,0.6931472,8,18,22
66,10,2.033953,3.583519,25,4,22
29,20,2.033953,0,0,29,22
24,17,2.033953,3.583519,40,19,22
36,14,2.033953,2.197225,14,11,22
30,16,2.396064,2.639057,35,19,22
89,20,2.396064,3.610918,0,46.5,22
45,15,2.396064,3.663562,0,45.5,22
83,9,2.396064,2.484907,0,42,22
29,12,2.491642,1.94591,28,10,22
21,11,2.491642,0,33.647,25,22
36,15,2.491642,3.367296,59,34,22
30,19,2.491642,3.433987,0,27,22
37,10,2.491642,4.248495,30,42,22
24,12,3.172155,3.583519,13.2,11,22
40,13,3.172155,2.56495,23.511,16,22
20,11,3.172155,3.610918,15,15,22
89,14,3.172155,2.70805,51,38,22
45,12,2.961763,3.367296,36,27,22
48,12,2.961763,0,40,29,22
45,12,2.961763,4.248495,35,8,22
55,12,2.961763,1.609438,35,31,22
30,19,2.748418,0,26,35,22
27,16,2.748418,3.610918,75,44,22
29,13,2.748418,1.94591,45,18,22
52,12,3.024805,3.401197,0,46,22
31,20,3.024805,3.258096,35,15,22
23,15,3.024805,4.189655,0,26,22
29,15,3.024805,3.258096,0,8,22
24,16,3.024805,0.6931472,99.999,26,22
57,12,2.19513,2.995732,41.08,13,22
61,6,2.19513,2.890372,38,17,22
76,9,2.19513,4.127134,3.696,19,22
21,12,2.19513,4.158883,25,11,22
51,6,2.445042,3.89182,16.5,10,22
70,12,2.445042,3.912023,99.999,13,22
45,6,2.445042,2.890372,0.2,5.5,22
57,20,2.445042,2.302585,0,46,22
34,20,2.445042,2.639057,0,21,22
59,14,2.335167,2.397895,38,28,22
40,17,2.335167,2.639057,19.6,24.5,22
76,16,2.335167,2.890372,42,7,22
35,16,2.335167,3.931826,8.457,10,22
52,16,2.840817,4.41884,4.7,5,22
34,15,2.840817,3.091043,40,23,22
28,19,2.840817,0,33.5,19,22
35,19,2.840817,3.091043,38,19,22
33,12,2.743704,3.401197,20,37,22
44,9,2.743704,3.433987,8.809,10,22
20,11,1.565735,1.609438,0,46.5,22
30,12,1.565735,3.555348,4.853,41.5,22
31,12,2.970323,3.931826,0,16,23
31,14,2.970323,4.025352,18,16,23
40,12,2.970323,2.995732,32,30,23
32,12,4.270162,1.94591,0,47,23
23,12,4.270162,0.6931472,0,43,23
24,17,4.270162,4.158883,0,36,23
80,8,4.270162,4.158883,0,47,23
27,12,4.270162,2.079442,0,25,23
34,16,4.270162,3.465736,0,26,23
19,11,4.270162,3.526361,33.196,37,23
82,3,4.270162,3.332205,24,19,23
74,8,2.904181,3.663562,19.426,17,23
76,12,2.904181,1.386294,18,10,23
62,10,2.904181,3.663562,32.5,17,23
44,15,2.508984,3.713572,55,16,23
26,13,2.508984,2.197225,43.5,14,23
46,12,2.508984,2.639057,15,11,23
20,9,2.508984,3.610918,7.072,40,23
69,12,3.559133,2.397895,99.999,15,23
21,14,3.559133,3.610918,32,11,23
49,12,3.559133,2.56495,20.193,15,23
56,17,3.559133,3.583519,0,44,23
65,16,3.559133,2.079442,33,35,23
49,11,3.559133,3.401197,40,10,23
59,7,2.894718,3.496508,36.5,11,23
63,9,2.894718,2.079442,10,25,23
76,7,2.894718,3.496508,0,22,23
69,9,2.867034,4.394449,0,14,23
79,4,2.867034,4.174387,28.368,23,23
42,12,2.824954,4.174387,10,9,23
29,13,2.824954,4.158883,23,21,23
54,10,3.480597,3.555348,7.684,27,23
20,10,3.480597,2.197225,0,36,23
53,4,3.480597,1.386294,12,25,23
62,8,3.480597,3.367296,0,41,23
38,12,3.314767,3.583519,23,7,23
55,8,3.314767,2.302585,32,21,23
60,12,3.314767,3.610918,22.2,23,23
30,16,3.314767,1.386294,12.48,21.5,23
64,12,2.795463,2.890372,0,51,23
31,12,2.795463,4.060443,20,16,23
25,12,2.795463,3.951244,30,10,23
30,12,4.35301,4.29046,29.4,30,23
61,14,4.35301,2.890372,34.436,36,23
56,10,4.35301,3.73767,36.793,4,23
82,12,4.35301,3.806663,20,11.5,23
36,18,4.35301,2.639057,25,8,23
39,10,4.35301,2.772589,24,39,23
81,14,2.911431,2.833213,43.118,20,23
79,8,2.911431,3.850147,0,34,23
33,12,2.911431,4.406719,45,18,23
27,13,3.225892,3.871201,22,15,23
34,10,3.225892,3.912023,20,7,23
62,16,3.225892,2.56495,49,29,23
55,12,3.225892,3.135494,38.474,26,23
44,9,3.458658,2.772589,18,15,23
22,11,3.458658,3.713572,15.5,12,23
89,15,3.458658,3.78419,0,46.5,23
36,13,3.458658,2.890372,0,33,23
23,12,3.458658,4.317488,5,11,23
22,11,2.39521,4.143135,18.2,8,23
30,12,2.39521,4.094345,30.671,20,23
52,10,3.664238,3.713572,25,11,23
33,12,3.664238,2.772589,65,17,23
22,12,3.664238,3.713572,14,9,23
37,17,3.828454,4.330733,18.7,15,23
31,13,3.828454,3.526361,60,23,23
24,12,3.828454,2.197225,8.6,40,23
56,11,3.828454,2.639057,0,31,23
76,9,3.828454,3.496508,11.8,12,23
68,8,3.008825,2.197225,17,36,23
63,10,3.008825,3.555348,7.8,3,23
77,9,3.008825,3.663562,8,8,23
85,12,3.008825,4.174387,0,49,23
82,NA,3.008825,2.70805,0,39,23
69,8,2.849409,3.332205,26.241,30,23
71,9,2.849409,1.791759,57,29,23
37,12,2.777226,3.091043,25,9,23
26,12,2.777226,0,1.2,18,23
25,12,2.777226,3.583519,0,25,23
27,12,3.012687,3.526361,20,3,23
20,12,3.012687,3.091043,0,8,23
35,13,3.012687,3.583519,30,29,23
71,8,3.012687,4.204692,60,13,23
33,12,3.012687,3.135494,14,19,23
60,14,3.012687,4.204692,9,33,23
43,19,2.976125,3.526361,39,30,23
23,16,2.976125,3.610918,11,20,23
54,16,2.976125,1.609438,99.999,28,23
41,5,2.976125,2.197225,0,42,23
19,11,2.782402,3.258096,40,23,23
43,12,2.782402,3.178054,22,29,23
52,3,2.782402,4.189655,45,6,23
39,10,2.782402,0,16,25,23
28,12,2.782402,3.218876,99.999,33.5,23
25,12,2.782402,1.098612,0,16,23
38,6,2.782402,3.091043,11,12,23
23,8,2.677142,2.890372,5.738,35,23
23,12,2.677142,3.178054,48,21,23
63,7,2.677142,4.110874,36,22,23
21,12,2.956682,2.639057,0,43,23
43,12,2.956682,4.094345,0,23,23
73,13,2.956682,3.89182,0,42.5,23
40,10,2.912238,3.73767,16.268,18,23
59,19,2.912238,3.610918,20,22,23
64,14,2.912238,2.639057,65,7.5,23
71,11,2.912238,2.079442,0,12,23
22,12,3.079745,2.197225,8,29,23
68,11,3.079745,3.828641,0,23,23
53,9,3.079745,3.912023,70,16,23
43,12,2.590562,3.367296,44,21,23
60,8,2.590562,2.944439,62,27,23
41,12,2.590562,4.234107,16,11,23
75,8,2.590562,3.258096,35,7,23
42,19,2.590562,0,39,13,23
75,0,2.820741,2.079442,24.91,11,24
51,8,2.820741,3.401197,40,23,24
61,12,2.820741,0,4,40,24
61,6,2.811421,3.091043,0,42.5,24
47,12,2.811421,3.218876,34,25,24
23,5,2.811421,4.077538,28,15.5,24
60,8,3.544512,3.688879,10.4,4.5,24
25,12,3.544512,3.7612,51,19,24
75,7,3.544512,2.079442,41.6,17,24
36,12,3.544512,4.234107,99.999,20,24
40,6,3.544512,4.343805,0,12,24
36,17,3.544512,2.397895,26,47,24
24,13,3.544512,3.433987,70,9,24
31,12,2.985033,3.850147,65,33,24
32,16,2.985033,3.7612,35,8,24
59,11,2.985033,3.044522,10,7,24
27,12,2.985033,2.70805,19,3,24
51,9,2.953193,2.484907,16.2,14,24
28,12,2.953193,3.806663,183.719,29,24
31,14,2.953193,3.663562,0,27,24
32,11,2.953193,2.944439,0,8,24
26,11,3.30371,1.94591,67,43.5,24
36,12,3.30371,2.397895,24,19,24
36,12,3.30371,3.433987,10,43,24
23,11,3.30371,1.609438,99.999,10,24
25,13,3.30371,3.637586,59.545,28,24
22,12,2.903013,3.806663,0,47,24
42,16,2.903013,3.295837,0,26,24
30,9,2.903013,0,24.8,16.5,24
27,4,2.903013,2.484907,68,33,24
47,16,2.723483,2.890372,16,7,24
62,13,2.723483,2.772589,11,8,24
43,16,2.723483,3.688879,0,44.5,24
74,12,2.707951,3.555348,0,29,24
64,18,2.707951,4.330733,45.501,18,24
44,16,2.707951,1.94591,41.5,19,24
21,12,2.707951,3.637586,31,19,24
35,14,2.697015,3.135494,20,9,24
34,12,2.697015,4.094345,0,47,24
22,10,2.697015,1.098612,36.56,27,24
27,12,2.697015,0,21,39,24
74,3,2.697015,3.091043,38,30,24
37,12,3.232421,3.871201,22.312,39.5,24
38,15,3.232421,2.833213,34,4,24
34,20,3.232421,3.7612,18,2,24
25,14,3.232421,2.639057,49,19,24
23,17,3.232421,2.079442,0,44,24
66,3,3.98811,2.833213,37,10,24
72,12,3.98811,3.73767,0,30,24
23,15,3.98811,2.890372,35,10,24
39,12,3.98811,3.713572,16,39,24
27,14,2.579521,3.850147,42,19,24
41,12,2.579521,2.995732,17,25,24
37,12,2.579521,2.833213,29.425,31,24
67,12,2.579521,2.56495,37,24,24
70,15,2.579521,3.828641,42,20,24
24,15,2.906881,2.397895,52,20,24
51,12,2.906881,3.688879,35,17,24
58,11,2.906881,3.044522,36,26,24
74,17,2.906881,2.772589,39,26,24
75,20,2.906881,3.73767,35,19,24
67,12,2.644965,2.833213,27,18,24
47,16,2.644965,2.944439,85,15,24
66,18,2.644965,3.73767,99.999,36,24
23,14,2.650902,2.484907,0,36,24
27,14,2.650902,3.7612,30,14,24
32,12,2.650902,3.73767,23,35.5,24
21,14,2.834411,4.330733,26.4,13,24
20,13,2.834411,3.555348,27,9,24
24,15,2.807224,3.332205,26,14,24
23,16,2.807224,0.6931472,28.1,15,24
23,15,2.807224,3.610918,154.999,12,24
25,12,2.807224,4.29046,0,15,24
27,19,2.60375,3.091043,79.5,37,24
45,16,2.60375,4.043051,99.999,16,24
44,11,2.60375,3.465736,23,13,24
20,9,2.60375,3.178054,0,32,24
43,13,2.789903,4.025352,34,30,24
32,15,2.789903,1.098612,0,43,24
51,12,2.789903,2.772589,0,37,24
32,16,2.789903,3.850147,0,43,24
30,13,2.789903,3.218876,25.5,5,24
61,11,3.019954,3.091043,0,4,24
81,12,3.019954,3.295837,18,23,24
26,11,3.019954,4.077538,4.8,8,24
67,10,3.624618,3.931826,22,22,24
48,12,3.624618,3.850147,10,7,24
74,1,3.624618,2.772589,6,10,24
25,13,3.453495,2.70805,0,3,24
52,9,3.453495,2.833213,37,17,24
30,13,3.453495,3.73767,0,41,24
34,13,3.453495,3.806663,24,21,24
46,13,3.453495,2.944439,45.3,20,24
44,16,3.070879,4.143135,8,7,24
32,12,3.070879,4.158883,5,3,24
48,9,3.070879,3.091043,7,4.5,24
24,12,3.070879,3.258096,30,23,24
36,16,3.273089,0,11.7,33,24
35,16,3.273089,3.218876,9.4,40,24
24,14,3.273089,3.135494,0,25,24
25,14,2.76269,3.496508,17.316,41,24
54,20,2.76269,2.197225,60,35,24
34,18,2.76269,3.583519,50,20.5,24
32,18,2.76269,2.302585,24,6,24
67,14,2.76607,3.663562,77.5,9,24
56,12,2.76607,3.871201,15,39,24
60,12,2.76607,2.890372,15,8,24
77,13,2.76607,2.772589,36.986,11,24
25,12,2.6954,3.526361,37,26,24
60,16,2.6954,3.583519,60,28,24
29,17,2.6954,4.158883,90,12,24
25,4,2.6954,1.386294,0,26,24
22,11,2.786451,2.639057,0,51,24
34,12,2.786451,3.610918,0,12,24
24,17,2.786451,3.583519,32,3,24
26,11,2.786451,2.397895,39,11,24
52,12,2.786451,4.49981,55,20,24
37,9,2.779095,3.713572,65,25,24
53,16,2.779095,2.70805,14,3.5,24
21,13,2.779095,2.995732,7,13,24
62,12,3.13309,3.7612,22,19,24
30,13,3.13309,3.871201,25,15,24
32,17,3.13309,2.833213,28.9,45.5,24
22,13,2.692473,2.772589,0,47,24
68,12,2.692473,3.091043,45,22,24
68,12,2.692473,3.850147,25,13,24
73,15,2.692473,4.394449,0,45,24
44,19,2.692473,3.988984,0,23,24
31,12,2.692473,3.178054,0,24,24
32,14,2.784517,3.555348,78.262,23,25
35,15,2.784517,3.610918,0,26.5,25
65,14,2.784517,2.197225,0,26,25
74,4,2.784517,4.094345,19,3,25
24,12,2.250329,4.127134,0,28,25
68,12,2.250329,3.433987,99.999,19,25
40,16,2.250329,3.044522,24,8,25
23,16,3.719173,3.555348,92,15,25
25,16,3.719173,1.609438,25,4,25
59,12,3.719173,3.555348,90,37,25
25,16,3.719173,2.302585,0.75,37,25
35,16,2.396381,2.890372,30,16,25
45,18,2.396381,3.7612,14,33,25
60,12,2.396381,3.7612,30,29,25
58,16,2.487195,3.332205,0,39,25
82,13,2.487195,1.609438,36,15,25
65,20,2.487195,3.218876,40,8,25
58,16,2.487195,4.094345,39,23,25
36,16,3.090553,3.73767,32,37,25
66,14,3.090553,2.833213,0,15,25
60,12,3.090553,3.828641,30,20,25
36,18,3.090553,2.944439,50,14,25
54,14,3.007056,3.526361,13,12,25
21,14,3.007056,3.688879,29,15,25
84,12,3.007056,2.56495,56,15,25
52,16,3.007056,2.70805,26,13,25
37,17,3.007056,2.397895,35,31,25
57,12,2.119154,3.850147,0,40,25
63,13,2.119154,2.70805,45,23,25
81,10,2.119154,2.890372,29,5,25
80,18,3.226726,4.356709,0,46,25
89,13,3.226726,3.73767,26.8,23,25
66,8,3.226726,2.079442,31.8,26,25
68,12,3.226726,2.70805,0,39,25
82,10,2.677345,2.56495,20.8,29,25
45,12,2.677345,3.637586,22,6,25
60,14,2.677345,2.833213,40,7,25
35,13,2.677345,3.73767,22,9,25
60,14,2.677345,3.465736,15,38,25
21,15,2.71717,3.178054,0,39,25
35,14,2.71717,3.433987,15,8.5,25
43,16,3.260886,3.555348,0,32,25
42,16,3.260886,3.610918,7,17.5,25
37,14,3.260886,2.484907,0,48.5,25
38,11,3.066463,1.791759,0,50,25
58,9,3.066463,3.401197,7.2,26,25
32,12,1.749063,4.276666,26,32,25
21,15,1.842497,0,9.039,12,25
58,12,1.842497,2.944439,2,12,25
60,11,1.842497,3.135494,17,17,25
26,14,2.253495,3.367296,40,29,25
34,13,2.253495,3.135494,27.8,15,25
19,11,2.253495,1.386294,18,20,25
28,12,2.895328,4.219508,26.215,31,25
58,10,2.895328,3.433987,19,31,25
62,12,2.895328,1.386294,5.25,41,25
28,12,2.895328,3.73767,29,18.5,25
40,12,2.895328,3.465736,21.5,33.5,25
67,18,2.895328,3.258096,0,24,25
67,8,2.895328,2.079442,0.35,25,25
66,18,2.895328,3.135494,26,5,25
54,10,2.435457,1.386294,15,3,25
75,8,2.435457,3.663562,33,28,25
57,12,2.435457,2.197225,15,30,25
21,12,2.435457,3.555348,48.5,32,25
59,12,2.435457,1.94591,27,17,25
76,16,2.676309,2.302585,47.139,15,25
70,10,2.676309,3.496508,0,17,25
70,9,2.676309,1.94591,40,27,25
68,12,2.676309,3.555348,14,19,25
56,12,3.376734,1.94591,19,16.5,25
40,12,3.376734,3.637586,75,10,25
34,16,3.376734,3.496508,99.999,15,25
71,12,3.376734,2.197225,33,32,25
26,9,3.376734,4.356709,10.96,21,25
29,15,2.982641,3.610918,13.7,3,25
27,12,2.982641,2.56495,30,24,25
32,13,2.982641,2.079442,45,16,25
41,13,2.982641,3.583519,10.5,5,25
33,13,2.982641,4.343805,18,19,25
41,16,3.440118,3.806663,70,21,25
29,14,3.440118,2.890372,49,37,25
42,16,3.440118,3.091043,28,16,25
54,15,3.440118,2.995732,0,26,25
39,19,3.440118,3.850147,26,12,25
73,18,2.78731,2.397895,25,28,25
61,11,2.78731,4.276666,31,7,25
58,12,2.78731,3.401197,26.5,2,25
33,16,2.78731,1.791759,0,29.5,25
45,11,2.78731,3.433987,17,5,25
39,14,2.78731,4.26268,20,14,25
35,12,3.194353,2.772589,0,12,25
49,12,3.194353,0.6931472,75,25,25
38,12,3.194353,3.912023,13,34,25
58,13,3.194353,3.044522,39,28.5,25
48,13,3.194353,3.89182,0,32,25
53,11,3.004497,0,40,24,25
26,12,3.004497,1.791759,20,17.5,25
68,11,3.004497,3.218876,3,6,25
39,13,3.004497,3.555348,25,25,25
42,10,3.004497,3.465736,27,5,25
33,16,2.651099,3.850147,12.42,28,25
21,15,2.651099,3.912023,1.4,26,25
18,11,2.651099,2.56495,32,11,25
34,14,2.651099,3.295837,29,24,25
45,15,4.506946,1.386294,31,29,25
29,16,4.506946,2.772589,5,21,25
33,12,4.506946,4.488636,0,42,25
52,17,4.506946,3.663562,30,3,25
54,18,4.506946,2.639057,18,16,25
44,9,4.506946,3.688879,16,40.5,25
43,12,4.506946,2.833213,0,45,25
41,16,4.506946,4.143135,25,23,25
39,12,2.952238,3.218876,96,20,25
61,12,2.952238,3.295837,0,21,25
61,15,2.952238,3.465736,0,36,25
32,15,2.952238,4.127134,16,5,25
27,13,2.952238,0,68,23,25
28,16,2.72759,3.258096,45,29,25
33,14,2.72759,1.386294,0,42,25
58,10,2.72759,3.295837,0,47.5,25
22,15,1.895071,0,0,33,25
72,14,1.895071,3.044522,38,14,25
26,16,1.895071,0.6931472,27,18,25
49,18,1.895071,3.135494,14,26,25
22,15,2.393022,2.56495,24,17.5,26
NA,12,2.393022,3.806663,19.75,29,26
83,12,2.393022,2.890372,50,23,26
36,17,2.393022,3.970292,18.298,25,26
25,16,2.393022,2.995732,13.104,12,26
66,8,2.538749,1.386294,26,31,26
57,10,2.538749,2.302585,33.308,8,26
51,11,2.538749,3.526361,53.6,24,26
42,16,2.538749,3.465736,75,12,26
56,7,2.477918,1.609438,40,10,26
68,12,2.477918,3.465736,20,1,26
81,10,2.477918,3.332205,42,39,26
53,12,1.972345,3.713572,0,29,26
44,14,1.972345,3.871201,25,20,26
55,14,2.09942,3.988984,60,16,26
22,14,2.09942,3.258096,42,27,26
22,12,2.09942,3.218876,25,35,26
32,12,2.09942,3.871201,0,17,26
32,12,2.633652,3.610918,24,16,26
37,14,2.633652,2.639057,32,31,26
36,13,2.633652,2.772589,0,42.5,26
63,12,2.408473,2.995732,12,45,26
75,9,2.408473,3.091043,0,41.5,26
24,13,2.408473,2.56495,26,2,26
34,16,2.408473,3.850147,0,22,26
59,12,2.408473,3.89182,37,30,26
74,12,2.565996,3.258096,30,11,26
57,11,2.565996,3.044522,55,29,26
28,12,2.565996,4.110874,0,40,26
36,12,2.565996,2.56495,17.695,29,26
46,12,2.512677,3.526361,23,10,26
54,8,2.512677,3.583519,24,21,26
56,12,2.512677,2.197225,50,6,26
48,13,2.512677,3.367296,26,43.5,26
48,12,2.967887,1.94591,0,24,26
61,8,2.967887,4.110874,51,15,26
38,17,2.967887,2.302585,44,29,26
36,12,2.967887,3.663562,35,11,26
43,12,2.079967,2.484907,7.98,43,26
24,11,2.079967,2.197225,26,29,26
