Input1,Input2,Input3,Input4,Input5,Input6,Output
51,12,2.730073,3.7612,21.9,20,93
24,13,2.730073,3.7612,40,10,93
34,12,2.730073,2.70805,35,19,93
31,18,2.730073,2.397895,38,18,93
43,13,2.730073,2.833213,29,21,93
43,14,2.730073,2.890372,45,16,93
28,13,2.072575,0.6931472,0,50,93
27,14,2.072575,4.369448,39,15,93
76,12,2.072575,3.367296,21,9,93
86,7,2.072575,1.94591,35,17,93
76,10,2.072575,3.258096,0,40,93
47,12,2.597294,4.330733,65,26,93
48,9,2.597294,2.484907,40,14,93
37,13,2.597294,2.772589,55,9,93
38,14,2.597294,2.302585,22.397,23,93
64,12,2.597294,3.713572,25,16,93
36,12,2.597294,1.791759,16,20,93
48,6,2.597294,3.7612,10,11,93
59,12,2.597294,2.079442,30,35,93
32,12,2.090233,4.317488,0,31,93
33,12,2.090233,3.610918,25,17,93
20,11,2.090233,0,37,25,93
41,16,2.090233,1.94591,0,23,93
34,12,2.090233,4.330733,0,33,93
63,14,2.090233,3.258096,25,35,93
86,11,1.915668,3.583519,0,34,93
49,12,1.915668,2.56495,0,16,93
72,5,1.915668,2.484907,15.5,12,93
29,16,1.915668,3.610918,0,45,93
29,18,2.536697,2.639057,78,30,93
33,12,2.536697,2.772589,48,32,93
49,16,2.536697,2.484907,26,20,93
43,14,2.536697,3.7612,0,25,93
21,13,2.536697,3.871201,58,25,93
29,20,1.867541,3.526361,30.894,34,93
27,14,1.867541,3.583519,42,10,93
39,12,1.867541,2.302585,37,13,93
25,15,1.608177,1.94591,44,15,93
21,13,1.608177,3.433987,0,18,93
63,12,1.608177,3.583519,0,47.5,93
75,14,1.608177,0,18.9,16,93
45,13,1.608177,2.197225,0,17,93
22,13,1.254227,3.526361,45,33.5,93
22,12,1.254227,4.060443,5,32.5,93
22,14,1.531393,0,0,8,93
63,12,1.531393,3.044522,26.334,20,93
25,12,1.531393,3.7612,0,36,93
34,12,1.531393,2.995732,55,31,93
32,17,1.531393,2.197225,99.999,27,93
24,12,2.089936,3.044522,90,17,93
33,9,2.089936,4.174387,19,42,93
43,12,1.283382,1.386294,45,39,93
28,12,1.283382,0,99.999,35,93
32,12,1.283382,3.258096,19.5,8,93
37,12,1.283382,3.258096,16,4,93
43,16,1.110848,2.70805,23.48,16,93
40,12,1.110848,3.871201,1.476,45,93
30,13,1.110848,2.944439,54,35,93
30,14,1.110848,3.135494,3,19,93
47,13,2.256936,4.330733,36,19,93
25,16,2.256936,3.258096,26.328,1,93
52,12,2.256936,1.098612,30,21,93
69,12,2.256936,3.178054,13,5,93
73,9,2.256936,4.26268,10,29,93
50,16,2.012525,1.609438,5.5,15,93
36,14,2.012525,3.332205,2.5,27,93
45,14,2.012525,3.433987,20,29,93
71,8,2.012525,2.079442,30,14,93
44,16,2.677604,4.382027,23,14,93
48,12,2.677604,2.197225,60,38,93
30,8,2.677604,3.637586,68,20,93
30,12,2.677604,2.772589,0,41,93
70,8,2.677604,2.484907,0,44,93
62,12,1.863162,3.465736,20,34,93
49,14,1.863162,4.219508,0,43,93
67,12,1.863162,3.433987,18.75,34,93
63,12,1.863162,1.609438,11,16.5,93
65,12,1.863162,0.6931472,0,40,93
18,13,1.863162,0,30,5,93
75,14,1.863162,4.248495,24,17,93
77,10,1.500623,4.043051,15,3,93
75,12,1.500623,3.091043,35,6,93
67,12,1.500623,3.178054,18,22,93
68,12,1.500623,3.295837,17.5,13,93
42,12,1.500623,3.401197,30,25,93
53,12,1.768439,1.94591,25,24,93
35,14,1.768439,2.197225,26,19.5,93
47,15,1.768439,3.401197,8,10,93
25,12,1.768439,3.332205,56,24,93
46,14,1.174136,1.098612,35,20,93
25,16,1.174136,1.791759,46,19,93
35,14,1.174136,3.295837,27,12,93
30,18,1.174136,3.332205,51,12,93
53,12,2.058825,2.56495,0,23,93
22,15,2.058825,2.70805,0,21,93
19,11,2.058825,2.833213,24,6,93
22,12,2.058825,3.688879,29,23,93
24,13,2.058825,2.302585,32,14,93
46,12,2.058825,3.806663,30,38,93
30,14,2.258689,2.397895,68,13,94
62,16,2.258689,3.496508,17.621,25,94
46,13,2.258689,3.433987,28,34,94
31,14,2.258689,2.079442,0,43,94
27,16,2.099266,2.484907,12,16,94
45,18,2.099266,2.302585,60,12,94
33,14,2.099266,3.465736,30,11,94
60,12,2.099266,3.555348,0,46,94
38,12,1.749485,4.317488,29,33,94
30,12,1.749485,4.317488,36.2,29,94
51,15,2.318077,2.639057,70,27,94
51,14,2.318077,2.772589,0,43,94
39,12,2.318077,3.970292,0,35,94
39,18,2.777726,4.189655,10.4,20,94
36,13,2.777726,1.791759,57.334,13,94
89,8,2.777726,2.639057,4.8,28,94
32,14,2.777726,2.197225,42,19,94
25,13,2.777726,2.397895,0,29,94
76,12,2.777726,1.098612,0,14,94
29,14,2.777726,3.610918,0,47.5,94
23,14,2.777726,3.610918,16,22,94
33,12,2.777726,4.276666,46,17,94
70,8,2.925509,4.158883,0,44,94
42,16,2.925509,0,55,15,94
50,14,2.925509,3.258096,52,32,94
32,16,2.174616,2.639057,36,17,94
63,8,2.174616,3.713572,28,17,94
37,12,2.174616,3.637586,63,8,94
36,12,2.174616,2.70805,50,43,94
61,12,2.25092,4.060443,41,25,94
77,12,2.25092,3.044522,16.7,44,94
66,16,2.25092,4.060443,47,27,94
68,12,2.329877,3.828641,0.9,19,94
57,9,2.777095,4.060443,18,9,94
81,8,2.777095,3.178054,0,32,94
37,14,2.777095,4.007333,18,14.5,94
44,12,1.973342,1.94591,17,27,94
48,12,1.973342,2.302585,20.524,8,94
51,12,1.973342,3.610918,41,17,94
57,16,1.973342,3.73767,0,24,94
68,12,1.973342,1.098612,0,39.5,94
31,13,1.707815,2.944439,0,36,94
42,9,1.707815,4.094345,50,33,94
42,11,2.524937,3.332205,45,23,94
74,12,2.524937,1.94591,47.84,30,94
43,12,2.524937,3.526361,31,29,94
18,8,2.524937,2.197225,23.772,9,94
60,11,2.114135,4.043051,1.1,27,94
74,12,2.114135,4.49981,15.5,7,94
58,12,2.114135,4.060443,1.4,9,94
62,12,2.312112,3.496508,19.222,24,94
28,13,2.312112,3.555348,0,33,94
74,4,2.312112,2.397895,7.1,16,94
29,16,2.312112,1.94591,0,38,94
72,10,2.312112,2.197225,0,39.5,94
18,11,2.675705,2.772589,0,11.5,94
46,13,2.675705,3.806663,10,14.5,94
66,12,2.675705,3.828641,23,19,94
50,14,2.675705,3.044522,0,40.5,94
78,6,2.675705,2.302585,14.679,9,94
64,13,2.675705,2.56495,66,18,94
59,12,2.675705,2.890372,11,38,94
84,12,2.237598,1.609438,36,26,94
44,15,2.237598,3.091043,0,35,94
56,13,2.237598,3.295837,23,7,94
33,13,2.237598,4.204692,30,18,94
27,17,1.880486,4.077538,0,50,94
45,9,1.880486,2.397895,7,36,94
38,11,1.880486,1.94591,80,17,94
77,2,1.880486,3.806663,46,23,94
28,14,2.356989,3.7612,25,16,94
57,9,2.356989,2.197225,42,34,94
74,18,2.356989,3.713572,20,30,94
74,4,2.356989,1.94591,40,47,94
30,13,2.356989,1.386294,33.43,24,94
48,14,2.209965,3.496508,36,10,94
26,11,2.209965,4.41884,36,38,94
84,8,2.209965,3.828641,28.3,21,94
36,13,2.209965,1.386294,28.76,28.5,94
71,13,2.790181,4.043051,13,13,94
50,7,2.790181,3.135494,0,9,94
58,3,2.790181,3.091043,44,18,94
41,13,2.790181,1.386294,79,11,94
27,10,2.790181,4.007333,25,22,94
63,16,2.790181,0,99.999,14,94
59,15,1.953242,3.73767,20.731,26,94
38,16,1.953242,2.197225,36,11,94
43,16,1.953242,1.609438,88,18,94
27,16,1.953242,3.7612,10.5,8,94
50,12,1.871233,0,36,19,94
63,8,1.871233,2.197225,26.44,17,94
35,9,1.871233,3.433987,0,8,94
69,10,1.871233,3.465736,14.5,40,94
76,11,1.871233,1.098612,50.6,25,94
50,13,2.450351,4.382027,29,22,94
69,12,2.450351,3.7612,88,38,94
38,10,2.450351,3.970292,77,13,94
60,11,2.450351,2.772589,70,22,94
28,13,2.179381,4.158883,99.999,20,94
50,14,2.179381,4.189655,43,31,94
42,12,2.158392,2.397895,55,32,94
79,5,2.158392,2.890372,92,39,94
35,13,2.158392,2.079442,8,37,94
51,16,2.158392,3.713572,99.999,12,94
70,13,2.158392,3.806663,40,17,94
55,20,2.158392,2.772589,70,36,94
79,11,2.187139,2.484907,75,37,94
33,13,2.187139,3.78419,99.999,24,94
37,16,2.187139,2.197225,90,38.5,94
48,8,2.187139,1.098612,18.333,35,94
31,12,2.187139,3.713572,0,35,94
34,12,1.928621,2.079442,30,10,94
54,12,1.928621,2.302585,50,7,94
67,8,1.928621,3.912023,75,23,94
81,3,1.928621,3.7612,0,22.5,94
69,12,2.175665,3.610918,29,27,94
37,16,2.175665,4.330733,0,35,94
47,16,2.175665,3.663562,72,24,94
39,12,2.175665,2.397895,20,33,94
28,15,2.175665,2.197225,6.5,26,94
NA,NA,2.467147,3.688879,14,9.5,94
28,12,2.467147,2.56495,4.8,10,94
26,13,2.467147,3.526361,80,24,94
38,14,2.467147,2.397895,55.64,38,94
76,11,2.233775,2.079442,38,30,95
43,12,2.233775,3.713572,12,18,95
36,12,2.233775,3.7612,32,9,95
73,11,2.233775,2.772589,27,5,95
48,11,2.407973,4.043051,0,23,95
31,12,2.407973,4.077538,36,14,95
32,11,1.870503,3.135494,60,22,95
44,11,1.870503,3.178054,17,41,95
73,11,1.870503,4.060443,0,44,95
41,12,1.747022,2.079442,25,36,95
40,14,1.747022,2.197225,10,10,95
46,14,1.747022,3.610918,10,13,95
47,12,2.364406,2.890372,0,21,95
69,11,2.364406,2.995732,19,7.5,95
54,16,2.364406,2.70805,0,37,95
67,10,2.364406,3.713572,0,36,95
48,13,1.291053,4.26268,0,39,95
71,13,2.531231,3.555348,32,27,95
29,12,2.531231,2.197225,0,31.5,95
42,12,2.531231,2.397895,24,15,95
84,5,2.531231,3.583519,10,21,95
19,12,3.235867,2.772589,0,32,95
25,12,3.235867,2.890372,26,26,95
76,12,3.235867,3.828641,38,4,95
61,9,3.235867,3.988984,45,26,95
26,16,2.368232,1.94591,27,18,95
38,12,2.368232,3.332205,26,28,95
80,11,2.368232,0,18,30,95
39,11,2.368232,3.401197,41,19,95
57,13,2.45109,2.890372,42.2,20,95
51,12,2.45109,3.89182,39.5,24,95
46,12,2.45109,2.397895,15,5,95
89,12,2.45109,3.73767,22,17,95
79,8,2.45109,2.302585,0,10,95
65,7,1.900463,1.791759,7,12,95
76,12,1.900463,3.583519,60,24,95
84,8,1.900463,2.397895,75,45,95
60,14,1.900463,1.609438,25,44,95
71,8,1.900463,3.555348,0,22,95
56,8,2.938054,4.127134,85,23,95
21,11,2.938054,1.386294,93,38,95
28,10,2.938054,3.295837,0,16,95
89,8,2.938054,3.178054,11,27,95
30,12,2.938054,4.204692,99.999,21,95
41,12,2.202248,2.484907,19,8,95
70,12,2.202248,3.73767,26,19,95
35,10,2.202248,2.833213,0,22,95
36,12,2.202248,3.7612,0,30,95
42,12,1.990984,3.218876,7,13,95
19,11,1.634423,3.555348,0,35,95
73,11,1.634423,1.386294,20,18,95
53,8,1.634423,3.401197,0,26,95
85,13,2.438454,3.637586,5.23,13,95
24,16,2.438454,3.610918,50,30,95
35,16,2.438454,2.639057,4,19,95
54,11,2.438454,2.397895,50,22,95
30,14,2.744717,2.890372,0,21,95
26,15,2.744717,3.637586,12,17,95
25,12,2.744717,2.197225,0,39.5,95
52,12,2.744717,3.871201,2.2,32,95
49,11,2.744717,2.772589,25.819,19,95
47,12,2.122623,3.218876,0,36,95
39,13,2.122623,4.143135,25,8,95
30,12,2.122623,0,40,22,95
20,12,2.122623,3.178054,52,15,95
51,17,2.528459,2.833213,51.727,20,95
23,16,2.528459,3.970292,10,1,95
25,17,2.528459,3.091043,20,12,95
32,12,1.301604,3.912023,21,27,95
62,11,1.301604,4.442651,20,20,95
57,12,2.192538,2.995732,9,10,95
80,16,2.192538,2.772589,14,13,95
27,13,2.192538,4.043051,40,22.5,95
60,9,2.192538,4.077538,12.6,37,95
50,16,2.192538,3.135494,60,40,95
33,NA,2.192538,2.56495,44,18,95
77,8,2.153822,2.397895,75,19,95
40,3,2.153822,3.526361,0,35,95
80,8,2.153822,2.484907,60,14,95
32,12,2.153822,1.791759,41.6,30.5,95
21,12,2.153822,3.465736,0,30,95
51,11,2.307708,4.110874,38.5,3,95
32,12,2.307708,3.218876,40,27,95
73,14,2.307708,2.995732,24,26,95
74,9,2.307708,4.110874,0,39,95
30,12,2.114697,3.610918,19.378,5,95
29,12,2.114697,2.70805,0,23.5,95
26,17,2.114697,3.637586,30,34,95
39,16,2.114697,2.302585,10,5,95
38,12,2.114697,2.56495,19.5,4,95
65,15,2.157687,4.276666,22,28,95
68,16,2.157687,3.688879,0,17,95
60,12,2.442819,2.079442,18,18,95
41,14,2.442819,1.386294,18.711,24,95
47,12,2.442819,2.079442,19,7,95
31,20,2.442819,3.713572,30.899,18,95
32,12,2.442819,3.637586,27,17,95
58,14,1.65586,4.158883,41,17,95
71,5,1.65586,4.204692,19,28,95
49,13,2.588198,3.78419,12,11,95
56,7,2.588198,1.94591,20,20,95
82,6,2.588198,2.639057,18,13,95
24,10,2.588198,3.78419,31.24,17,95
52,12,2.201375,2.772589,12.5,19,95
36,18,2.201375,2.944439,32,10,95
39,11,2.201375,2.56495,61,41,95
76,9,2.201375,3.465736,54,19,95
19,11,2.201375,3.931826,63,17,95
40,20,2.201375,3.091043,53,28,95
42,16,2.201375,4.025352,10.5,13.5,95
29,15,1.941074,3.433987,0,27,95
41,16,1.941074,1.94591,44,20,95
51,15,1.941074,1.609438,17.68,39,95
38,15,1.941074,3.401197,23,8,95
47,14,2.546662,3.258096,32,11,95
42,11,2.546662,3.688879,0,25,95
65,12,2.546662,3.091043,30,39,95
42,13,0.8670292,4.276666,24.2,22,96
21,14,0.8670292,4.234107,17,26,96
77,12,1.668224,1.098612,18.5,43,96
22,12,1.668224,3.367296,2.5,19,96
27,12,1.668224,3.401197,17.5,28,96
50,14,1.668224,2.079442,7.5,37.5,96
33,12,1.48089,4.060443,47.84,22,96
34,13,1.48089,4.077538,0,45,96
54,18,1.48089,2.995732,0,44,96
34,14,1.069117,3.970292,16,18,96
31,12,1.069117,4.025352,54,20,96
22,15,1.407573,2.197225,22.6,5,96
43,12,1.407573,3.367296,0,48.5,96
26,16,1.407573,3.526361,45,19,96
80,12,2.080082,3.637586,45,12,96
89,8,2.080082,2.70805,29,25,96
20,14,2.080082,3.555348,58,12,96
36,16,2.080082,2.397895,14,12,96
37,11,2.261581,2.772589,0,38,96
49,16,2.261581,2.639057,10,16,96
32,12,2.261581,3.663562,0,45,96
43,14,2.261581,3.73767,28,12,96
54,12,2.363272,3.295837,30,14,96
39,12,2.363272,3.178054,5.76,4.5,96
73,12,2.363272,4.077538,0,10,96
36,12,2.075255,2.944439,22,3,96
65,12,2.075255,3.78419,0,44,96
59,9,2.075255,3.73767,18.936,17.5,96
62,12,2.075255,2.079442,7.141,9,96
51,19,1.749599,1.94591,24,15,96
81,16,1.749599,3.367296,35.5,17,96
39,12,1.749599,3.367296,30,23,96
43,12,1.868947,3.73767,0,36,96
37,14,1.868947,3.73767,47,18,96
89,17,1.868947,2.70805,0,22,96
75,14,1.868947,2.944439,0,46,96
69,11,0.5775251,4.007333,0,25,96
79,8,0.5775251,2.833213,46,11,96
35,12,2.076611,2.197225,11,36,96
59,13,2.076611,3.465736,18,23,96
76,12,2.076611,2.484907,0,27,96
46,12,2.076611,3.637586,25,23,96
76,12,1.645152,4.110874,22.116,8,96
77,8,1.645152,4.094345,7,15.5,96
50,16,1.384013,3.555348,40,21,96
28,13,1.384013,2.197225,24,0,96
21,12,1.384013,3.433987,39.5,6,96
38,18,1.85268,2.639057,38,1,96
27,12,1.85268,3.555348,26,15,96
40,14,1.85268,2.079442,39.9,9,96
27,17,1.85268,3.688879,26,12,96
47,11,2.153039,2.484907,22.8,23,96
41,12,2.153039,2.197225,64.705,22,96
33,14,2.153039,3.637586,15,9,96
28,16,2.153039,3.637586,38,18,96
28,13,1.714012,3.828641,82,8,96
66,20,1.714012,3.73767,55.945,38.5,96
66,16,1.714012,2.944439,15,20,96
35,10,1.714012,2.639057,10.4,24,96
52,13,1.945195,2.397895,62.4,27,96
32,12,1.945195,2.639057,30,7,96
39,13,1.945195,3.637586,52,31,96
32,15,1.945195,3.583519,65,16,96
34,14,2.77232,3.688879,35,11,96
80,10,2.77232,1.94591,99,20,96
52,12,2.77232,2.639057,43,17,96
61,2,2.77232,3.610918,40,33,96
25,12,1.562615,2.397895,50,28,96
51,16,1.562615,3.583519,16.12,49,96
64,13,1.562615,3.583519,57,15,96
30,14,1.562615,2.639057,26.328,23,96
74,12,1.562615,0,25,25,96
48,16,2.387342,3.970292,0.65,38,96
32,17,2.387342,2.995732,0,42,96
55,18,2.387342,2.56495,22,2,96
50,6,2.387342,2.890372,37,29,96
56,8,2.387342,4.043051,50,6,96
51,17,2.387342,3.044522,0,19,96
29,13,0.7162186,4.094345,41,21,96
40,13,0.8606118,4.189655,99.999,19,96
43,16,2.254138,3.688879,25,33.5,96
44,13,2.254138,2.70805,38,14,96
53,16,2.254138,3.555348,9,7,96
31,16,2.254138,1.791759,0,37.5,96
32,19,2.254138,4.304065,45.12,29,96
44,13,2.254138,2.56495,0,41,96
24,12,1.457083,4.094345,6.4,3,96
53,12,1.457083,4.110874,27.2,18,96
28,4,1.802714,3.433987,16.25,33,96
41,15,1.802714,2.079442,14,15,96
24,12,1.802714,2.484907,0,16,96
42,11,1.802714,3.583519,0,26,96
38,20,1.562756,3.401197,20,20,96
42,16,1.562756,1.609438,0,31,96
40,20,1.562756,3.218876,40.8,18,96
25,16,1.695064,2.70805,17,21,96
26,16,1.695064,3.713572,17,22,96
49,14,1.695064,3.78419,15,4,96
55,9,2.099604,3.583519,34,23,96
49,17,2.099604,1.098612,53,33,96
37,16,2.099604,3.663562,0,36,96
61,14,2.099604,2.302585,60,17,96
79,8,1.89251,1.386294,40,15,96
20,10,1.89251,3.367296,38,24,96
26,16,1.89251,1.94591,35,29,96
27,9,1.89251,3.583519,22,29,96
41,12,2.063146,1.609438,0,43,96
42,12,2.063146,3.931826,15.742,17,96
51,12,2.063146,2.995732,29,27,96
25,12,2.063146,2.484907,6,9,96
47,20,1.478406,4.219508,17.5,16,97
26,16,1.897792,2.890372,0,14,97
37,12,1.897792,2.70805,12.6,18,97
42,13,1.897792,3.828641,25,14,97
39,12,1.897792,3.912023,61.7,28,97
32,12,1.972655,1.94591,0,32,97
35,16,1.972655,2.302585,40,16,97
29,14,1.972655,3.610918,0,25,97
73,6,1.972655,3.713572,15.8,2,97
NA,12,1.301714,3.713572,14.6,2,97
42,8,1.301714,2.70805,15,35,97
81,10,2.082455,3.688879,40,29,97
44,10,2.082455,2.70805,0,32,97
43,18,2.082455,3.663562,6,23,97
28,15,2.082455,2.56495,5.213,6,97
31,12,2.044446,4.158883,38,30,97
26,13,2.044446,4.204692,20,21,97
29,16,1.662254,2.890372,8,31,97
29,12,1.662254,3.367296,38,15,97
32,12,1.662254,4.317488,31,19,97
34,16,1.662254,3.218876,17,30,97
59,16,1.662254,3.367296,65,22,97
37,16,1.982392,2.639057,50,3,97
34,20,1.982392,2.079442,26.2,19,97
18,11,1.982392,3.526361,19.4,8,97
61,16,1.982392,3.7612,35,16,97
23,16,1.652402,3.496508,47,27.5,97
38,16,1.652402,1.94591,0,29,97
80,15,1.652402,3.496508,21,23,97
43,13,1.652402,2.197225,19.5,42.5,97
86,11,2.117941,3.258096,35,26,97
21,10,2.117941,3.401197,1.5,7,97
37,12,2.117941,1.791759,16.376,11,97
24,NA,2.117941,0,35,9,97
43,9,0.6805323,4.094345,33,27,97
40,8,1.599759,3.496508,25,3,97
37,11,1.599759,1.609438,22,21,97
32,13,1.599759,0.6931472,0,37,97
29,13,1.599759,3.637586,52,19,97
46,16,2.55552,1.791759,0,28,97
37,11,2.55552,4.025352,0,41,97
24,13,2.55552,3.637586,33,16,97
35,9,2.55552,2.079442,6,18.5,97
62,20,2.55552,3.433987,17,20.5,97
38,14,1.665164,2.302585,38,20,97
89,16,1.665164,3.401197,32,25,97
48,14,1.665164,2.197225,46,41,97
30,16,1.665164,3.637586,40,26,97
49,14,1.694474,4.077538,0,20,97
24,13,1.694474,4.043051,32.527,30,97
37,12,2.325286,3.258096,5,34,97
32,14,2.325286,1.609438,55,38,97
45,10,2.325286,1.098612,37,25,97
36,12,2.325286,3.583519,52,16,97
41,12,2.276761,3.465736,0,28,97
49,20,2.276761,1.791759,0,36,97
30,12,2.276761,3.526361,50,6,97
33,11,2.276761,2.079442,48,22,97
46,14,1.890591,4.382027,50,27,97
31,14,1.890591,3.988984,16.9,6,97
55,10,1.890591,4.025352,15,36,97
19,12,1.870629,4.276666,0,28,97
30,13,1.870629,2.56495,0,33.5,97
33,16,1.870629,3.401197,25,31,97
29,12,2.177865,3.912023,0,47,97
33,14,2.177865,3.828641,38,37,97
43,10,2.177865,2.56495,0,15,97
50,18,2.247583,4.158883,0,21,97
33,14,2.247583,2.890372,0,46,97
78,12,2.247583,4.143135,13,23.5,97
20,14,2.247583,0,0,23,97
32,12,2.116702,2.56495,0,17,97
45,11,2.116702,3.806663,13,15,97
58,13,2.116702,3.663562,10.025,27,97
79,11,2.116702,2.70805,2,28,97
44,16,1.658267,4.26268,34,15,97
20,14,1.658267,3.988984,7,26,97
53,19,1.658267,2.56495,0,13,97
49,12,2.481002,3.044522,13.312,9,97
40,14,2.481002,4.077538,0,17,97
43,11,2.481002,2.70805,23.5,15.5,97
68,19,2.481002,4.043051,0,38,97
68,15,2.16462,2.397895,20,14,97
32,14,2.16462,2.56495,0,48.5,97
37,20,2.16462,3.555348,14,12,97
35,16,2.16462,3.610918,12,14,97
68,12,2.24273,1.791759,3.5,12,97
31,16,2.24273,3.526361,8,9.5,97
47,20,2.24273,2.484907,0,14,97
68,16,2.24273,3.555348,4,17.5,97
47,16,2.24273,2.397895,34.5,19,97
53,12,2.251649,3.713572,20,32,97
47,16,2.251649,3.78419,45,40,97
63,12,2.251649,2.484907,0,40,97
43,16,2.251649,2.890372,18,14,97
75,16,1.811348,4.29046,50,21,97
74,12,1.811348,4.317488,0,20,97
25,15,1.97018,3.496508,40,25,98
32,14,1.97018,2.302585,0,38,98
48,14,1.97018,1.791759,0,18,98
38,12,1.97018,3.496508,22.7,14,98
31,13,1.97018,2.197225,0.9,21,98
68,14,2.377371,2.70805,30.5,10,98
49,13,2.377371,3.637586,0,41,98
60,16,2.377371,3.663562,10.7,24,98
37,12,2.377371,2.302585,48,38,98
23,12,2.991326,2.079442,42,29,98
62,12,2.991326,3.7612,8.6,25,98
43,13,2.991326,3.78419,0,29,98
31,13,2.991326,2.397895,15,20,98
53,18,2.991326,2.56495,0,49,98
37,16,2.991326,2.833213,21,27,98
43,16,2.484711,2.833213,0,37,98
39,15,2.484711,3.871201,0,27,98
48,16,2.484711,4.406719,0,37,98
79,20,2.484711,3.951244,8,37,98
45,18,2.484711,2.995732,15,32,98
45,16,2.529806,1.609438,0,12,98
41,14,2.529806,2.56495,80,29,98
40,16,2.529806,2.70805,0,45,98
53,16,2.090769,3.433987,12.2,35,98
40,17,2.090769,3.583519,19,15,98
47,16,2.090769,1.94591,19.138,26,98
33,14,2.090769,2.397895,22,19,98
41,14,2.929773,2.56495,76,33,98
59,18,2.929773,3.688879,75,17,98
30,16,2.929773,2.639057,0,34,98
43,17,2.929773,3.637586,15,13,98
51,17,2.929773,2.302585,0,32.5,98
54,20,1.752361,4.060443,0,45,98
23,13,1.752361,2.772589,35,11,98
75,7,1.752361,4.077538,22,23,98
19,11,2.10855,2.079442,24.514,24,98
64,10,2.10855,2.484907,21,9,98
28,15,2.10855,3.555348,33,15,98
32,14,2.10855,3.555348,38.24,51,98
36,13,2.10855,2.397895,0,46,98
42,14,2.357866,3.610918,8,20,98
49,16,2.357866,3.465736,99.999,39,98
37,14,2.357866,1.609438,58,26,98
59,17,2.357866,1.94591,15,13,98
75,13,2.593424,3.583519,40,36,98
40,20,2.593424,2.772589,0,29,98
54,16,2.593424,2.833213,31,12,98
81,12,2.593424,1.94591,51,40.5,98
41,18,2.593424,3.73767,59,13,98
49,16,2.593424,2.56495,10,48,98
79,14,2.593424,2.995732,10.5,9.5,98
35,13,2.593424,2.397895,35,14,98
19,12,2.558635,2.397895,5.4,24,98
61,16,2.558635,3.526361,33.841,19,98
76,9,2.558635,1.386294,70,18,98
52,12,2.558635,3.713572,0,32,98
28,11,2.558635,2.944439,49,23,98
22,12,2.558635,1.098612,50,16,98
37,14,2.558635,2.639057,21,42,98
33,13,2.276423,3.713572,50,46,98
20,13,2.276423,2.772589,99.999,28,98
26,14,2.276423,2.484907,0,21,98
36,12,2.276423,3.713572,75,29,98
24,13,2.276423,2.639057,35,18,98
47,17,1.15486,4.174387,48,29,98
82,8,1.15486,3.178054,0,44,98
72,8,2.536535,2.079442,0,34,98
27,12,2.536535,2.397895,5,46,98
36,13,2.536535,4.406719,5,29,98
20,12,2.536535,3.367296,0,44,98
75,8,2.511516,1.94591,0,17,98
53,14,2.511516,3.496508,32,18,98
51,15,2.511516,3.555348,12,21,98
53,10,2.511516,2.484907,12.162,21.5,98
22,13,2.63033,3.713572,0,30,98
33,12,2.63033,1.609438,19,41.5,98
32,17,2.63033,2.397895,32,28,98
26,12,2.63033,3.637586,18,25,98
24,12,2.592679,3.7612,21,4,98
24,16,2.592679,2.890372,23.764,11,98
28,11,2.592679,2.397895,18,31,98
48,16,2.592679,2.995732,40,28.5,98
88,13,1.542046,3.401197,40,13,98
55,20,1.542046,4.174387,0,37,98
29,16,1.415966,4.26268,0,38,98
84,12,1.415966,4.304065,17.096,31,98
86,10,1.231676,4.26268,20.445,15.5,98
72,12,1.231676,4.219508,38,9,98
25,12,2.250653,2.079442,0,26,98
32,14,2.250653,2.397895,70,40,98
35,12,2.250653,3.555348,0,41.5,98
37,12,2.250653,3.555348,30,17,98
38,17,2.240195,2.397895,21.237,2,98
42,12,2.240195,2.56495,13.6,14.5,98
46,8,2.240195,3.637586,36,34,98
68,9,2.240195,3.663562,16,41,98
45,10,2.240195,1.791759,44,9,98
25,13,2.822565,3.091043,55,14,98
73,10,2.822565,3.044522,45,20,98
31,14,2.822565,4.110874,17,16,98
34,12,2.822565,4.094345,23,18,98
28,11,2.089129,3.401197,28,10.5,98
37,12,2.089129,1.386294,24,7,98
