Input1,Input2,Input3,Output
1455,13,1587,2008.03
1096,17,1582,2009.03
1229,9,1570,2010.03
1376,18,1634,2011.03
1251,24,1707,2012.03
1177,13,1792,2013.03
1205,27,1887,2014.03
1243,28,1948,2015.03
1406,3,2008,2016.03
1488,55,2124,2017.03
1532,44,2236,2018.03
567,88,2327,1987.03
777,134,2468,1988.03
749,81,2663,1989.03
883,149,2821,1990.03
954,364,3073,1991.03
955,75,3360,1992.03
848,173,3639,1993.03
851,76,3831,1994.03
955,78,4034,1995.03
1141,120,4263,1996.03
874,122,4440,1997.03
826,15,4552,1998.03
762,25,4766,1999.03
888,16,5016,2000.03
1248,22,5319,2001.03
1025,22,5556,2002.03
982,20,5835,2003.03
882,19,6355,2004.03
910,19,538,2005.03
915,11,611,2006.03
816,17,346,2007.03
858,25,585,2008.03
668,29,127,2009.03
720,29,255,2010.03
785,32,183,2011.03
798,33,59,2012.03
575,58,64,2013.03
647,74,209,2014.03
594,69,-24,2015.03
699,62,-2,2016.03
673,56,-42,2017.03
756,21,-70,2018.03
441,33,-20,1987.03
479,36,-90,1988.03
507,67,-178,1989.03
534,43,74,1990.03
529,18,-328,1991.03
528,110,132,1992.03
529,108,358,1993.03
575,121,411,1994.03
629,110,-41,1995.03
677,113,-99,1996.03
687,96,97,1997.03
695,84,506,1998.03
687,106,405,1999.03
718,146,203,2000.03
709,252,256,2001.03
719,249,11,2002.03
725,271,549,2003.03
760,157,430,2004.03
824,81,359,2005.03
839,138,538,2006.03
795,170,611,2007.03
794,135,346,2008.03
701,173,585,2009.03
691,236,127,2010.03
717,295,255,2011.03
644,274,183,2012.03
700,6,59,2013.03
689,7,64,2014.03
693,9,209,2015.03
654,12,-24,2016.03
715,11,-2,2017.03
681,13,-42,2018.03
1584,13,-70,1987.03
1399,14,-20,1988.03
1650,16,-90,1989.03
1582,17,-178,1990.03
1330,24,74,1991.03
1232,26,-328,1992.03
1384,32,132,1993.03
1554,43,358,1994.03
1717,56,411,1995.03
1563,28,-41,1996.03
1309,53,-99,1997.03
1306,8,97,1998.03
1326,5,506,1999.03
1399,3,405,2000.03
1186,2,203,2001.03
1329,5,256,2002.03
1613,3,11,2003.03
1598,9,549,2004.03
1735,31,430,2005.03
2007,63,359,2006.03
1508,76,0,2007.03
1869,-49,0,2008.03
1523,60,0,2009.03
1170,17,0,2010.03
1482,20,0,2011.03
1888,49,0,2012.03
1867,45,0,2013.03
1550,77,0,2014.03
2150,141,0,2015.03
2622,-28,0,2016.03
2283,172,0,2017.03
2638,78,0,2018.03
452,143,0,1987.03
518,77,0,1988.03
553,95,0,1989.03
567,75,0,1990.03
596,67,0,1991.03
607,119,0,1992.03
618,94,0,1993.03
697,108,0,1994.03
904,112,0,1995.03
788,10,0,1996.03
842,11,0,1997.03
900,18,0,1998.03
702,22,0,1999.03
787,20,0,2000.03
1100,25,0,2001.03
1187,26,0,2002.03
1199,26,0,2003.03
946,30,0,2004.03
989,30,0,2005.03
1006,43,0,2006.03
967,48,0,2007.03
974,57,292,2008.03
693,73,271,2009.03
991,102,178,2010.03
977,121,204,2011.03
906,151,200,2012.03
1094,53,237,2013.03
1343,31,310,2014.03
1181,17,303,2015.03
1316,14,317,2016.03
1461,18,315,2017.03
1402,18,320,2018.03
591,58,325,1987.03
569,37,301,1988.03
583,347,333,1989.03
652,255,379,1990.03
677,318,376,1991.03
713,166,413,1992.03
721,287,442,1993.03
829,352,490,1994.03
931,389,581,1995.03
877,385,596,1996.03
877,427,604,1997.03
847,517,1039,1998.03
749,434,665,1999.03
721,548,1152,2000.03
772,429,1075,2001.03
928,426,952,2002.03
1042,409,912,2003.03
1174,531,852,2004.03
1234,258,768,2005.03
1250,281,892,2006.03
1133,374,1012,2007.03
1102,490,1060,2008.03
1049,472,243,2009.03
1113,493,216,2010.03
1102,15,143,2011.03
1109,14,156,2012.03
1305,14,162,2013.03
1297,18,198,2014.03
1296,21,241,2015.03
1301,21,234,2016.03
1343,46,247,2017.03
1412,30,247,2018.03
408,17,250,1987.03
395,16,254,1988.03
418,24,230,1989.03
408,38,259,1990.03
417,41,267,1991.03
377,35,249,1992.03
417,60,276,1993.03
493,43,275,1994.03
578,55,313,1995.03
609,120,353,1996.03
601,70,337,1997.03
609,52,320,1998.03
574,62,791,1999.03
643,31,399,2000.03
589,49,875,2001.03
607,80,759,2002.03
724,134,639,2003.03
784,193,575,2004.03
886,143,506,2005.03
960,76,429,2006.03
957,99,530,2007.03
1063,156,621,2008.03
988,119,649,2009.03
859,223,49,2010.03
868,202,55,2011.03
827,258,35,2012.03
906,211,48,2013.03
1064,248,38,2014.03
1095,428,39,2015.03
1113,173,69,2016.03
1137,116,69,2017.03
1210,278,70,2018.03
505,234,68,1987.03
423,37,70,1988.03
464,211,71,1989.03
550,266,71,1990.03
516,379,74,1991.03
558,438,112,1992.03
723,563,127,1993.03
719,11,137,1994.03
708,14,167,1995.03
732,15,177,1996.03
645,21,228,1997.03
849,16,259,1998.03
741,18,284,1999.03
718,25,248,2000.03
697,22,266,2001.03
722,24,277,2002.03
760,26,316,2003.03
774,31,312,2004.03
803,38,337,2005.03
838,40,346,2006.03
1085,36,339,2007.03
1087,60,362,2008.03
783,79,391,2009.03
614,70,411,2010.03
725,133,2357,2011.03
732,89,2493,2012.03
563,95,1106,2013.03
658,61,2540,2014.03
723,55,3133,2015.03
633,0,2801,2016.03
766,70,1852,2017.03
730,67,3142,2018.03
819,34,2936,1987.03
798,92,3117,1988.03
782,39,7734,1989.03
902,88,10168,1990.03
832,75,5741,1991.03
748,116,4437,1992.03
825,79,5039,1993.03
978,51,3431,1994.03
1043,72,3495,1995.03
1133,60,3609,1996.03
1189,83,3342,1997.03
1179,82,2775,1998.03
1202,52,90,1999.03
1313,60,145,2000.03
1306,62,204,2001.03
1447,33,182,2002.03
1540,117,194,2003.03
1776,30,170,2004.03
1792,60,225,2005.03
1896,95,306,2006.03
1818,91,289,2007.03
1835,87,385,2008.03
1831,19,303,2009.03
1776,22,292,2010.03
1729,29,376,2011.03
1690,39,215,2012.03
1741,46,224,2013.03
1850,45,221,2014.03
1973,62,228,2015.03
2120,68,221,2016.03
2230,59,185,2017.03
2314,68,139,2018.03
774,87,25,1987.03
831,72,31,1988.03
777,82,31,1989.03
723,106,59,1990.03
675,167,58,1991.03
591,111,47,1992.03
537,216,52,1993.03
538,2,89,1994.03
568,-120,82,1995.03
701,-169,69,1996.03
670,11,76,1997.03
602,-10,73,1998.03
638,-3,81,1999.03
608,-11,106,2000.03
677,-68,105,2001.03
782,16,96,2002.03
886,112,110,2003.03
909,49,123,2004.03
936,17,204,2005.03
943,-12,170,2006.03
916,11,1922,2007.03
1023,20,1974,2008.03
887,25,260,2009.03
1037,-219,2070,2010.03
1090,-30,2513,2011.03
1044,70,2106,2012.03
915,82,1102,2013.03
981,698,2159,2014.03
998,207,1764,2015.03
1118,216,1708,2016.03
1232,389,6212,2017.03
1335,148,8945,2018.03
1026,347,4200,1987.03
1037,-343,3155,1988.03
1006,212,3759,1989.03
1057,1071,2358,1990.03
961,2047,2239,1991.03
1038,32,2251,1992.03
1112,44,2185,1993.03
1273,62,1688,1994.03
1423,93,268,1995.03
1428,90,298,1996.03
1546,91,558,1997.03
1534,115,174,1998.03
1488,104,343,1999.03
1595,108,437,2000.03
1707,94,438,2001.03
1954,122,543,2002.03
1955,173,745,2003.03
2136,172,888,2004.03
2266,308,1079,2005.03
2384,505,819,2006.03
2340,976,1051,2007.03
2653,1530,934,2008.03
2550,1826,909,2009.03
2473,1457,697,2010.03
2676,1271,861,2011.03
2719,558,959,2012.03
2772,628,709,2013.03
2787,762,728,2014.03
3067,1063,52,2015.03
3231,1635,46,2016.03
3360,930,52,2017.03
3562,818,55,2018.03
371,712,25,1987.03
355,638,41,1988.03
347,418,35,1989.03
366,373,45,1990.03
352,429,56,1991.03
323,598,68,1992.03
367,1592,62,1993.03
398,1402,39,1994.03
471,864,33,1995.03
465,-311,27,1996.03
473,440,42,1997.03
472,240,60,1998.03
493,687,58,1999.03
540,127,55,2000.03
552,1123,58,2001.03
552,1169,49,2002.03
623,1848,16376,2003.03
651,493,14955,2004.03
669,1063,18296,2005.03
694,-660,18556,2006.03
629,3,19694,2007.03
642,3,22096,2008.03
566,7,25472,2009.03
606,11,33147,2010.03
578,11,41234,2011.03
581,11,48406,2012.03
599,13,44520,2013.03
619,16,31714,2014.03
641,18,30312,2015.03
671,22,29876,2016.03
778,24,28371,2017.03
767,26,30051,2018.03
1634,26,34335,1987.03
1668,40,30946,1988.03
1876,56,29882,1989.03
2008,71,31251,1990.03
1992,43,2622,1991.03
2001,44,3171,1992.03
2029,-5,2696,1993.03
2200,32,2260,1994.03
2283,26,2325,1995.03
2208,26,2048,1996.03
2374,121,1521,1997.03
2480,68,1072,1998.03
2325,47,1347,1999.03
2617,119,1372,2000.03
2483,42,1380,2001.03
2568,142,1353,2002.03
2943,81,1205,2003.03
3447,158,1259,2004.03
3525,161,1478,2005.03
3896,158,1483,2006.03
3957,125,1743,2007.03
4257,102,1697,2008.03
4648,157,1810,2009.03
4818,420,2028,2010.03
4962,467,2409,2011.03
5202,212,2719,2012.03
5575,402,2540,2013.03
5776,70,2142,2014.03
5898,107,2387,2015.03
5830,209,2494,2016.03
5932,128,2426,2017.03
5958,267,2755,2018.03
242,321,2913,1987.03
274,345,2686,1988.03
293,357,2826,1989.03
307,0,2833,1990.03
323,3,2509,1991.03
333,13,2518,1992.03
355,15,3043,1993.03
388,23,2560,1994.03
394,23,2127,1995.03
427,25,2179,1996.03
464,42,1898,1997.03
528,57,1371,1998.03
603,63,897,1999.03
632,73,1150,2000.03
686,84,1164,2001.03
719,69,1162,2002.03
755,86,1163,2003.03
763,128,1049,2004.03
836,143,1109,2005.03
939,-54,1332,2006.03
1016,-155,1355,2007.03
1117,247,1606,2008.03
1224,263,1564,2009.03
1251,185,1663,2010.03
1391,158,1855,2011.03
1397,122,2226,2012.03
1579,157,2523,2013.03
1648,164,2366,2014.03
1697,83,1977,2015.03
1841,78,2213,2016.03
1948,100,2335,2017.03
2068,94,2270,2018.03
702,72,2578,1987.03
793,150,2695,1988.03
812,173,2474,1989.03
894,205,2626,1990.03
769,260,2606,1991.03
623,555,2274,1992.03
623,447,105,1993.03
717,210,128,1994.03
857,344,136,1995.03
954,518,133,1996.03
1107,461,146,1997.03
1124,93,150,1998.03
1024,315,150,1999.03
1199,209,175,2000.03
1117,509,196,2001.03
1202,1065,208,2002.03
1413,1067,218,2003.03
1693,747,190,2004.03
1927,51,156,2005.03
2113,62,150,2006.03
2190,64,146,2007.03
2510,90,129,2008.03
2230,122,136,2009.03
2101,112,133,2010.03
2006,116,147,2011.03
2191,114,173,2012.03
2447,107,183,2013.03
2723,119,196,2014.03
3221,129,174,2015.03
3719,132,164,2016.03
3954,146,174,2017.03
4086,149,158,2018.03
882,172,156,1987.03
843,223,177,1988.03
785,233,218,1989.03
795,258,213,1990.03
741,282,201,1991.03
738,259,227,1992.03
732,247,234,1993.03
764,277,182,1994.03
839,206,175,1995.03
955,402,170,1996.03
947,266,179,1997.03
1112,387,195,1998.03
1098,436,255,1999.03
1295,485,303,2000.03
1357,584,329,2001.03
1422,474,314,2002.03
1403,463,336,2003.03
1591,500,314,2004.03
1881,642,236,2005.03
2175,619,345,2006.03
2510,677,297,2007.03
2806,605,325,2008.03
2906,611,301,2009.03
3012,889,341,2010.03
3091,885,322,2011.03
3030,968,230,2012.03
3203,864,316,2013.03
3285,826,3052,2014.03
3770,948,3621,2015.03
3783,1069,3645,2016.03
3996,1012,3835,2017.03
4458,1044,4127,2018.03
1539,1681,4039,1987.03
1630,28,3394,1988.03
1687,29,3042,1989.03
1846,31,3456,1990.03
1615,40,4259,1991.03
1351,56,4739,1992.03
1373,67,4552,1993.03
1557,69,4014,1994.03
1852,83,3465,1995.03
2098,88,4181,1996.03
2354,78,4025,1997.03
2407,73,4426,1998.03
2383,68,4699,1999.03
2685,69,5742,2000.03
2664,80,6859,2001.03
2861,79,8015,2002.03
3237,88,9471,2003.03
3522,84,10006,2004.03
4202,128,7093,2005.03
4421,103,7451,2006.03
4935,85,7335,2007.03
5386,59,7326,2008.03
5270,84,7477,2009.03
5379,130,8569,2010.03
5429,69,8446,2011.03
5666,111,7672,2012.03
6001,163,7887,2013.03
6500,190,8083,2014.03
6953,201,5753,2015.03
7765,212,5534,2016.03
8913,395,6641,2017.03
9997,455,5849,2018.03
4103,467,5731,1987.03
3748,411,5368,1988.03
4095,390,6702,1989.03
3877,324,7811,1990.03
4640,829,10141,1991.03
3654,797,12164,1992.03
3902,554,11929,1993.03
4656,442,7844,1994.03
5006,631,8508,1995.03
5395,597,8386,1996.03
5327,601,7451,1997.03
5744,521,7251,1998.03
6032,610,7239,1999.03
6211,685,6997,2000.03
6621,447,6394,2001.03
7433,491,7369,2002.03
7259,16,7772,2003.03
7932,18,8427,2004.03
8248,22,8269,2005.03
8399,30,8818,2006.03
8624,30,8484,2007.03
9642,28,9292,2008.03
9453,33,9006,2009.03
9869,33,10307,2010.03
10081,38,14521,2011.03
10526,48,15933,2012.03
10530,58,18855,2013.03
11592,58,20458,2014.03
12486,69,17030,2015.03
12833,79,16801,2016.03
13055,100,15728,2017.03
14202,105,15188,2018.03
612,125,15084,1987.03
638,151,16399,1988.03
668,186,15513,1989.03
683,119,14816,1990.03
703,131,14954,1991.03
683,59,415,1992.03
722,103,396,1993.03
763,122,390,1994.03
824,135,363,1995.03
910,172,379,1996.03
851,170,451,1997.03
829,346,505,1998.03
887,247,606,1999.03
876,257,633,2000.03
893,275,786,2001.03
1059,283,720,2002.03
1229,360,663,2003.03
1248,288,736,2004.03
1184,399,730,2005.03
1212,444,697,2006.03
1331,505,786,2007.03
1395,291,717,2008.03
1130,478,716,2009.03
1215,339,45,2010.03
1146,781,-49,2011.03
1266,310,61,2012.03
1361,312,51,2013.03
1459,324,56,2014.03
1689,313,119,2015.03
1776,203,290,2016.03
1924,419,353,2017.03
2131,295,318,2018.03
806,334,422,1987.03
830,412,411,1988.03
868,558,435,1989.03
869,619,525,1990.03
920,673,475,1991.03
874,705,471,1992.03
923,774,471,1993.03
1015,764,474,1994.03
1099,839,469,1995.03
1116,1055,497,1996.03
1171,1172,531,1997.03
1189,1263,491,1998.03
1204,1495,482,1999.03
1283,2019,4862,2000.03
1365,2433,5002,2001.03
1553,3081,5233,2002.03
1679,2950,4833,2003.03
1729,2839,5486,2004.03
1789,2413,4899,2005.03
1878,1595,5487,2006.03
1996,1543,8328,2007.03
2147,1888,8987,2008.03
2290,2502,10988,2009.03
2442,3042,11567,2010.03
2459,3158,9148,2011.03
2689,2964,9461,2012.03
2806,2863,8465,2013.03
2831,2736,8178,2014.03
2936,2965,8403,2015.03
3106,3335,9296,2016.03
3301,3450,8416,2017.03
3475,3615,7987,2018.03
1754,4513,8253,1987.03
1810,5494,3073,1988.03
1874,5435,2807,1989.03
1919,5378,3120,1990.03
1972,5655,3149,1991.03
1903,5032,3124,1992.03
2057,5065,3291,1993.03
2179,5179,3983,1994.03
2347,5203,5142,1995.03
2470,5417,5883,1996.03
2564,6296,6623,1997.03
2641,6784,7615,1998.03
2653,7768,6715,1999.03
2927,7910,6101,2000.03
3089,9,6030,2001.03
3517,14,5805,2002.03
3918,15,5407,2003.03
4225,13,5872,2004.03
4422,16,5828,2005.03
4659,17,6265,2006.03
4997,21,6254,2007.03
4904,24,17,2008.03
4772,28,13,2009.03
4634,35,19,2010.03
4864,47,21,2011.03
4923,49,13,2012.03
5322,53,12,2013.03
5697,52,13,2014.03
5865,51,22,2015.03
6197,39,18,2016.03
7100,29,24,2017.03
7392,23,32,2018.03
1035,28,30,1987.03
1103,26,33,1988.03
1086,18,33,1989.03
1145,27,33,1990.03
1140,41,19,1991.03
1095,53,17,1992.03
1215,58,21,1993.03
1391,49,28,1994.03
1618,45,15,1995.03
1740,60,14410,1996.03
1921,83,13160,1997.03
1932,56,15413,1998.03
2054,126,16452,1999.03
2086,120,17784,2000.03
2317,96,19912,2001.03
2521,98,22549,2002.03
2477,172,28705,2003.03
2832,164,37378,2004.03
3148,275,43440,2005.03
3216,257,42927,2006.03
3365,108,31407,2007.03
3649,103,26386,2008.03
3505,143,25068,2009.03
3789,197,23554,2010.03
3857,196,24300,2011.03
3940,202,27457,2012.03
4126,146,24548,2013.03
4370,124,22881,2014.03
4784,346,24883,2015.03
5294,1,5281,2016.03
6031,2,6168,2017.03
6360,5,5805,2018.03
1051,25,5975,1987.03
1195,126,6180,1988.03
1319,162,4990,1989.03
1335,191,4411,1990.03
1301,110,4064,1991.03
1359,62,4076,1992.03
1403,49,3870,1993.03
1469,24,3584,1994.03
1601,32,3137,1995.03
1738,64,2986,1996.03
1745,55,2713,1997.03
1737,71,2830,1998.03
1675,184,2845,1999.03
1820,37,2723,2000.03
1963,91,2643,2001.03
2166,47,2618,2002.03
2277,115,2632,2003.03
2480,328,2587,2004.03
2739,206,2488,2005.03
2790,137,2615,2006.03
2595,175,2797,2007.03
2680,252,3452,2008.03
2760,-2,4067,2009.03
2685,2,4297,2010.03
2946,18,3999,2011.03
3087,213,4283,2012.03
3122,130,4184,2013.03
3286,144,4199,2014.03
3732,350,4225,2015.03
3897,461,4298,2016.03
4113,259,5124,2017.03
4321,104,5991,2018.03
868,664,5611,1987.03
872,2058,5744,1988.03
993,1350,5903,1989.03
1109,1698,4730,1990.03
1017,554,4178,1991.03
972,691,3865,1992.03
1050,747,3896,1993.03
1189,961,3694,1994.03
1420,775,3410,1995.03
1455,800,2974,1996.03
1270,445,2823,1997.03
1159,380,2563,1998.03
1197,4,2688,1999.03
1247,6,2707,2000.03
1067,4,2587,2001.03
989,5,2506,2002.03
1275,4,2465,2003.03
1410,5,2454,2004.03
1549,6,2353,2005.03
1664,9,2175,2006.03
1487,30,2293,2007.03
1933,74,2428,2008.03
1138,192,2957,2009.03
1722,177,3589,2010.03
1829,199,3775,2011.03
1971,200,3424,2012.03
2159,178,3625,2013.03
2279,80,3516,2014.03
2681,46,3475,2015.03
3190,69,3490,2016.03
2694,44,3473,2017.03
2823,39,157,2018.03
862,54,177,1987.03
1427,22,195,1988.03
1490,36,231,1989.03
1540,24,277,1990.03
1613,32,261,1991.03
1604,64,233,1992.03
1634,95,199,1993.03
1728,30,180,1994.03
1803,19,176,1995.03
2011,13,174,1996.03
2010,36,163,1997.03
2034,5,163,1998.03
2138,8,150,1999.03
2207,3,142,2000.03
2267,0,137,2001.03
2456,-2,136,2002.03
2577,0,137,2003.03
2696,-1,153,2004.03
2867,-1,178,2005.03
3058,0,234,2006.03
3234,-1,313,2007.03
3401,-1,322,2008.03
3522,3,368,2009.03
3522,-7,494,2010.03
3983,50,478,2011.03
4268,47,522,2012.03
4505,67,574,2013.03
4786,101,658,2014.03
5007,123,667,2015.03
5319,112,724,2016.03
5425,148,736,2017.03
5867,182,825,2018.03
795,143,54,1987.03
877,229,64,1988.03
902,226,72,1989.03
867,240,68,1990.03
764,269,69,1991.03
765,398,72,1992.03
877,499,67,1993.03
988,432,70,1994.03
1108,313,52,1995.03
1239,423,65,1996.03
1278,439,58,1997.03
1274,383,62,1998.03
1247,449,53,1999.03
1459,447,58,2000.03
1559,571,51,2001.03
1517,521,57,2002.03
1685,322,55,2003.03
1845,296,64,2004.03
1936,303,41,2005.03
1963,529,56,2006.03
1800,1012,617,2007.03
1938,1103,666,2008.03
1697,941,1090,2009.03
1727,1133,1123,2010.03
1669,899,1040,2011.03
1928,1045,940,2012.03
2012,988,1098,2013.03
2062,1321,941,2014.03
2079,1566,1410,2015.03
2105,2290,1896,2016.03
1944,1743,1714,2017.03
1949,1454,1158,2018.03
2009,2253,1196,1987.03
1950,2346,1189,1988.03
2186,2520,1218,1989.03
2137,2589,1204,1990.03
2294,2528,1348,1991.03
2463,2137,1476,1992.03
2397,2145,1499,1993.03
2373,1854,1579,1994.03
2500,1850,1803,1995.03
2842,2253,436,1996.03
3036,1,613,1997.03
3284,1,695,1998.03
3295,1,892,1999.03
3130,2,1032,2000.03
3283,3,884,2001.03
3479,3,806,2002.03
3773,6,756,2003.03
3904,4,770,2004.03
3942,5,906,2005.03
4072,7,1087,2006.03
4001,10,1038,2007.03
4237,18,1079,2008.03
4007,18,1020,2009.03
4183,44,1193,2010.03
4186,43,1358,2011.03
4202,76,1489,2012.03
4182,106,1679,2013.03
4392,102,1869,2014.03
4498,69,1995,2015.03
4661,30,2182,2016.03
4787,25,2328,2017.03
4828,28,2480,2018.03
1724,39,2273,1987.03
2005,29,2146,1988.03
1976,23,2202,1989.03
1999,16,2240,1990.03
2110,1,2269,1991.03
1992,1,2415,1992.03
2136,1,2415,1993.03
2128,0,2586,1994.03
2330,1,2490,1995.03
2143,9,2353,1996.03
2312,9,1390,1997.03
2594,79,1805,1998.03
2539,21,1765,1999.03
2916,60,1979,2000.03
3177,81,2114,2001.03
3611,368,1971,2002.03
3961,199,1395,2003.03
4354,46,1173,2004.03
4442,168,1398,2005.03
4504,104,1903,2006.03
4496,105,2351,2007.03
4688,120,2546,2008.03
5695,190,2313,2009.03
7349,138,1989,2010.03
6221,555,2456,2011.03
6467,1,2303,2012.03
6411,1,2524,2013.03
7261,1,2664,2014.03
8183,1,3372,2015.03
8750,1,4452,2016.03
9017,1,5507,2017.03
9979,2,7141,2018.03
803,2,6790,1987.03
1050,6,4469,1988.03
1060,7,4710,1989.03
990,12,4513,1990.03
1280,24,4391,1991.03
1264,38,4355,1992.03
1151,105,4935,1993.03
1086,14,4807,1994.03
1134,23,4323,1995.03
1127,11,4242,1996.03
1191,16,4400,1997.03
1225,3,368,1998.03
1231,2,936,1999.03
1271,2,,2000.03
1352,1,1523,2001.03
1265,5,,2002.03
1333,6,,2003.03
1688,2,2100,2004.03
1979,6,5721,2005.03
2031,3,2763,2006.03
2075,1,,2007.03
1974,1,,2008.03
1950,0,,2009.03
2095,0,3139,2010.03
2148,0,2747,2011.03
2481,1,3222,2012.03
2732,0,,2013.03
3115,0,4323,2014.03
3288,0,5079,2015.03
3183,0,4882,2016.03
3174,0,6206,2017.03
3872,0,18,2018.03
498,0,1,1987.03
459,0,,1988.03
467,0,0,1989.03
518,0,,1990.03
576,0,,1991.03
519,0,1,1992.03
551,0,46,1993.03
598,-1,47,1994.03
619,1,,1995.03
595,1,,1996.03
592,2,,1997.03
581,1,,1998.03
734,1,,1999.03
769,1,297,2000.03
861,1,,2001.03
1030,2,141,2002.03
1136,3,93,2003.03
1247,3,6,2004.03
1381,5,7,2005.03
1407,7,11,2006.03
1487,13,11,2007.03
1665,9,6,2008.03
1708,9,19,2009.03
1813,11,35,2010.03
1893,41,23,2011.03
2062,10,41,2012.03
2144,8,135,2013.03
2290,6,39,2014.03
2545,4,33,2015.03
2534,3,32,2016.03
2778,12,104,2017.03
3121,3,,2018.03
277,3,,1987.03
363,35,90,1988.03
406,16,192,1989.03
434,17,145,1990.03
501,14,118,1991.03
500,-1,162,1992.03
528,7,48,1993.03
552,8,122,1994.03
562,15,288,1995.03
647,10,,1996.03
715,10,1320,1997.03
603,0,,1998.03
641,0,,1999.03
795,0,799,2000.03
941,0,3900,2001.03
1055,0,417,2002.03
1319,0,,2003.03
1486,-1,,2004.03
1764,0,,2005.03
1976,41,1443,2006.03
2391,0,1398,2007.03
2376,0,1048,2008.03
2351,31,,2009.03
2334,81,2437,2010.03
2443,93,2886,2011.03
2419,89,2199,2012.03
2301,94,3654,2013.03
2251,101,216,2014.03
2464,104,635,2015.03
2752,120,267,2016.03
3178,141,183,2017.03
3432,123,729,2018.03
1948,113,1012,1987.03
2403,140,1256,1988.03
2788,164,1638,1989.03
3114,202,2246,1990.03
3070,230,2426,1991.03
3162,311,1893,1992.03
3389,272,1919,1993.03
3623,256,1600,1994.03
4032,252,959,1995.03
4317,276,1764,1996.03
4818,287,1188,1997.03
5060,290,1575,1998.03
5326,295,1938,1999.03
5559,313,2471,2000.03
5770,348,2459,2001.03
6131,477,1,2002.03
6537,481,1,2003.03
7154,606,1,2004.03
7636,650,1,2005.03
8428,719,3,2006.03
8992,721,36,2007.03
9144,1003,2,2008.03
10028,990,3,2009.03
11215,1160,14,2010.03
11352,1303,16,2011.03
12468,1647,7,2012.03
12801,2231,106,2013.03
13893,2383,17,2014.03
14100,2379,8,2015.03
15354,2385,23,2016.03
16793,2307,26,2017.03
17739,2125,25,2018.03
3517,2449,44,1987.03
4113,2401,44,1988.03
5005,2654,38,1989.03
5405,2980,6230,1990.03
6080,2960,6286,1991.03
6373,3491,,1992.03
6167,2,5867,1993.03
6266,0,,1994.03
6504,0,,1995.03
7231,0,8468,1996.03
7740,1,6957,1997.03
8158,3,9955,1998.03
8335,1,,1999.03
8416,0,,2000.03
8522,0,,2001.03
8707,1,10396,2002.03
9221,1,13057,2003.03
9840,60,11651,2004.03
10556,77,,2005.03
11260,99,9702,2006.03
11884,153,11012,2007.03
12608,231,11332,2008.03
12647,203,11529,2009.03
11811,237,225,2010.03
13031,328,495,2011.03
13819,294,698,2012.03
14611,296,678,2013.03
15260,175,679,2014.03
15882,166,672,2015.03
16486,179,612,2016.03
17337,222,870,2017.03
18321,173,1375,2018.03
2104,224,898,1987.03
2664,237,1164,1988.03
3142,407,659,1989.03
3280,590,805,1990.03
3305,171,1010,1991.03
3405,222,639,1992.03
3600,138,928,1993.03
4186,173,611,1994.03
4674,0,637,1995.03
5267,0,995,1996.03
6130,2,998,1997.03
6667,2,2457,1998.03
6906,2,1347,1999.03
7594,1,1006,2000.03
7596,462,2207,2001.03
8426,648,1357,2002.03
9095,662,2025,2003.03
9672,471,1635,2004.03
10415,405,1922,2005.03
11353,756,2078,2006.03
12397,861,2464,2007.03
13721,0,2451,2008.03
14815,0,2315,2009.03
14735,0,2775,2010.03
15529,0,225,2011.03
15869,6,495,2012.03
16555,0,692,2013.03
17763,0,659,2014.03
18570,0,655,2015.03
19924,0,636,2016.03
21659,0,540,2017.03
23152,0,809,2018.03
631,0,1302,1987.03
784,0,817,1988.03
896,0,1080,1989.03
926,0,528,1990.03
924,1,585,1991.03
957,1,823,1992.03
1017,1,489,1993.03
1176,0,634,1994.03
1303,0,466,1995.03
1491,0,465,1996.03
1774,0,829,1997.03
1846,0,855,1998.03
1929,0,2316,1999.03
2064,0,1186,2000.03
2067,0,865,2001.03
2321,0,1979,2002.03
2553,0,1188,2003.03
2733,0,1833,2004.03
2944,0,1444,2005.03
3217,0,1604,2006.03
3627,0,1823,2007.03
3903,0,2127,2008.03
3768,0,2037,2009.03
3645,0,1879,2010.03
3983,0,2327,2011.03
4208,0,0,2012.03
4214,0,0,2013.03
4332,0,6,2014.03
4564,0,19,2015.03
4902,0,24,2016.03
5377,0,36,2017.03
5681,168,72,2018.03
392,0,61,1987.03
412,0,73,1988.03
492,0,81,1989.03
536,2,84,1990.03
583,3,131,1991.03
517,3,219,1992.03
438,5,187,1993.03
445,5,150,1994.03
443,7,294,1995.03
461,14,146,1996.03
437,10,172,1997.03
447,6,166,1998.03
464,6,142,1999.03
439,9,141,2000.03
432,12,161,2001.03
461,23,140,2002.03
494,29,228,2003.03
519,47,169,2004.03
558,69,192,2005.03
582,76,190,2006.03
683,79,317,2007.03
776,63,255,2008.03
875,53,337,2009.03
987,32,415,2010.03
1027,21,435,2011.03
1077,15,449,2012.03
1083,27,59,2013.03
1093,39,95,2014.03
1156,54,27,2015.03
1203,62,50,2016.03
1317,89,33,2017.03
1374,84,53,2018.03
2247,91,80,1987.03
2433,94,66,1988.03
2706,66,126,1989.03
2923,86,157,1990.03
3042,100,113,1991.03
3052,54,132,1992.03
3124,105,103,1993.03
3254,32,102,1994.03
3172,65,149,1995.03
3273,60,117,1996.03
3471,62,167,1997.03
3580,49,221,1998.03
