Input1,Input2,Input3,Output
3800,34,206,1999.03
3874,36,240,2000.03
4074,86,415,2001.03
4332,43,637,2002.03
4544,31,664,2003.03
4791,50,601,2004.03
5211,115,834,2005.03
5832,0,823,2006.03
6371,1,805,2007.03
6921,1,892,2008.03
7553,1,953,2009.03
7745,1,1168,2010.03
7808,1,1488,2011.03
7965,1,1548,2012.03
8065,13,1823,2013.03
8306,6,4414,2014.03
8668,4,1234,2015.03
9118,5,1516,2016.03
9584,5,1996,2017.03
10157,5,2542,2018.03
2270,5,3271,1987.03
2532,7,3580,1988.03
2768,12,3766,1989.03
2966,5,4075,1990.03
3020,6,3806,1991.03
3118,8,4485,1992.03
3234,5,2282,1993.03
3381,4,3856,1994.03
3511,3,5269,1995.03
3786,7,3156,1996.03
3998,4,3780,1997.03
4199,5,3979,1998.03
4536,9,4488,1999.03
4838,4,4746,2000.03
5066,31,3993,2001.03
5207,23,4049,2002.03
5553,2,4968,2003.03
6044,17,3156,2004.03
6564,25,3003,2005.03
6909,26,3438,2006.03
7532,23,,2007.03
8059,34,3757,2008.03
8698,11,4644,2009.03
9204,8,5723,2010.03
9595,4,7882,2011.03
9985,3,7356,2012.03
10154,4,4363,2013.03
10503,12,4661,2014.03
10998,6,5473,2015.03
11431,50,4807,2016.03
11927,103,5270,2017.03
12258,125,8032,2018.03
2395,62,7587,1987.03
2747,152,6855,1988.03
2987,2,8539,1989.03
3032,2,9190,1990.03
3129,2,4967,1991.03
3374,2,5929,1992.03
3482,1,3259,1993.03
3674,2,8213,1994.03
3837,1,6378,1995.03
4122,10,,1996.03
4428,22,10089,1997.03
4734,27,13533,1998.03
5136,27,11509,1999.03
5344,35,13696,2000.03
5711,31,14030,2001.03
6171,25,15554,2002.03
6586,45,13464,2003.03
7195,54,14828,2004.03
7920,89,15769,2005.03
8733,93,14203,2006.03
9383,41,13622,2007.03
10319,27,14985,2008.03
11259,40,14406,2009.03
11958,45,17866,2010.03
12337,44,512,2011.03
12665,29,276,2012.03
13133,34,329,2013.03
13474,49,184,2014.03
14263,72,240,2015.03
15151,61,,2016.03
15892,63,528,2017.03
16843,71,230,2018.03
348,158,1336,1987.03
513,66,781,1988.03
614,45,318,1989.03
655,168,1131,1990.03
698,158,1045,1991.03
745,-24,1129,1992.03
853,14,863,1993.03
898,18,1002,1994.03
978,61,1544,1995.03
1097,125,1414,1996.03
1155,312,1670,1997.03
1340,379,1333,1998.03
1567,237,476,1999.03
1708,179,625,2000.03
1815,57,187,2001.03
2026,-184,429,2002.03
2228,166,251,2003.03
2414,0,374,2004.03
2459,0,362,2005.03
2440,0,551,2006.03
2704,0,453,2007.03
2835,0,364,2008.03
2746,3,356,2009.03
2870,3,549,2010.03
2857,0,482,2011.03
3014,0,465,2012.03
3179,3,483,2013.03
3235,4,625,2014.03
3402,7,610,2015.03
3572,7,593,2016.03
3740,2,776,2017.03
3853,7,760,2018.03
1016,8,3979,1987.03
1115,4,5028,1988.03
1180,4,2735,1989.03
1220,3,7597,1990.03
1254,3,5883,1991.03
1280,1,,1992.03
1349,2,9197,1993.03
1433,1,12719,1994.03
1544,1,9706,1995.03
1682,1,12533,1996.03
1781,2,13340,1997.03
1894,2,13862,1998.03
2058,5,11925,1999.03
2163,2,13222,2000.03
2267,1,14420,2001.03
2518,4,12538,2002.03
2734,10,11465,2003.03
2906,9,12956,2004.03
3096,7,11950,2005.03
3199,8,15759,2006.03
3305,6,1,2007.03
3601,20,1,2008.03
3672,25,8,2009.03
3710,92,4,2010.03
3733,115,4,2011.03
3912,24,5,2012.03
3935,-9,4,2013.03
4186,16,33,2014.03
4556,27,16,2015.03
4710,56,17,2016.03
5101,22,15,2017.03
5314,9,12,2018.03
55714,1,12,1987.03
60790,1,12,1988.03
66011,1,3,1989.03
69061,1,37,1990.03
70692,2,2,1991.03
70604,1,22,1992.03
72795,1,10,1993.03
78608,1,14,1994.03
83909,2,7943,1995.03
89120,3,10419,1996.03
93560,4,5048,1997.03
97132,7,4393,1998.03
99374,5,7617,1999.03
105345,5,,2000.03
111635,7,8115,2001.03
119973,4,7891,2002.03
125607,7,12522,2003.03
134231,5,13369,2004.03
143444,9,11927,2005.03
151152,4,10369,2006.03
158883,2,7119,2007.03
172721,14,10344,2008.03
175557,2,9625,2009.03
180052,1,11345,2010.03
187489,11,12300,2011.03
195406,0,12697,2012.03
199058,3,13277,2013.03
213426,2,12916,2014.03
221929,2,19,2015.03
232908,0,39,2016.03
246828,1,24,2017.03
264323,1,18,2018.03
902,1,0,1987.03
0,1,0,1988.03
0,1,0,1989.03
0,0,0,1990.03
1310,0,0,1991.03
1449,0,0,1992.03
1433,5,0,1993.03
1306,1,0,1994.03
1499,3,0,1995.03
1498,1,0,1996.03
1521,2,0,1997.03
1566,1,0,1998.03
1909,3,0,1999.03
1854,4,0,2000.03
2109,10,0,2001.03
2278,2,0,2002.03
2454,3,0,2003.03
2593,2,0,2004.03
2512,2,0,2005.03
2419,3,0,2006.03
2759,3,0,2007.03
2897,3,0,2008.03
3230,2,0,2009.03
3155,4,0,2010.03
3120,6,0,2011.03
3304,6,0,2012.03
3177,14,0,2013.03
3550,17,0,2014.03
3957,16,0,2015.03
4291,22,19,2016.03
4718,28,39,2017.03
4677,37,24,2018.03
3477,40,18,1987.03
0,31,0,1988.03
0,18,0,1989.03
0,24,0,1990.03
4001,17,0,1991.03
3958,18,0,1992.03
4309,14,0,1993.03
4783,17,0,1994.03
4384,32,0,1995.03
3668,34,0,1996.03
4146,29,0,1997.03
4659,34,0,1998.03
4291,34,0,1999.03
4595,46,0,2000.03
5819,78,0,2001.03
6632,27,0,2002.03
6047,33,0,2003.03
5569,34,0,2004.03
5776,46,0,2005.03
5776,151,0,2006.03
5305,57,0,2007.03
5196,61,0,2008.03
5936,38,0,2009.03
6201,38,0,2010.03
6693,13,0,2011.03
7589,91,0,2012.03
6748,69,0,2013.03
6836,57,0,2014.03
7290,80,0,2015.03
7432,59,0,2016.03
7469,207,424,2017.03
8491,250,1361,2018.03
1393,239,,1987.03
,301,282,1988.03
,454,,1989.03
,464,,1990.03
2005,595,466,1991.03
2638,552,542,1992.03
2883,538,759,1993.03
3157,611,,1994.03
3022,887,,1995.03
3594,1121,,1996.03
3501,1190,1354,1997.03
3446,1206,2089,1998.03
3424,1410,1338,1999.03
3899,1537,,2000.03
5244,1334,2161,2001.03
6234,1460,2660,2002.03
4318,1394,2531,2003.03
5064,1458,2791,2004.03
5224,1629,3047,2005.03
4961,1176,11048,2006.03
5636,1144,12859,2007.03
10257,1207,13749,2008.03
7423,1721,14852,2009.03
9033,1989,13628,2010.03
11109,2300,15389,2011.03
10828,2166,15549,2012.03
10545,2806,15016,2013.03
14852,2611,17089,2014.03
9569,2824,20408,2015.03
8002,2958,16722,2016.03
11295,3416,18369,2017.03
12558,3777,21044,2018.03
602,4587,22603,1987.03
,4930,20364,1988.03
,6510,24960,1989.03
,6774,21966,1990.03
588,7020,22888,1991.03
565,5862,28012,1992.03
607,6600,30127,1993.03
647,7098,4236,1994.03
597,7114,4475,1995.03
662,6820,4437,1996.03
699,6755,5221,1997.03
792,6353,5102,1998.03
747,8495,5787,1999.03
818,41,6179,2000.03
946,49,6422,2001.03
996,51,7036,2002.03
936,49,8350,2003.03
924,70,7125,2004.03
942,96,7662,2005.03
913,87,9003,2006.03
1116,116,9516,2007.03
1159,130,9345,2008.03
1189,149,13099,2009.03
1185,197,10975,2010.03
1159,186,11394,2011.03
1252,206,14657,2012.03
1282,240,15975,2013.03
1367,119,6812,2014.03
1427,146,8384,2015.03
1515,128,9312,2016.03
1508,156,9631,2017.03
1729,234,8526,2018.03
838,191,9602,1987.03
750,219,9370,1988.03
1015,340,8594,1989.03
1160,444,10053,1990.03
1376,458,12058,1991.03
1530,387,9598,1992.03
1748,373,10706,1993.03
2365,340,12041,1994.03
2239,392,13087,1995.03
2300,414,11019,1996.03
2281,451,11861,1997.03
2157,594,10992,1998.03
2112,554,11493,1999.03
2396,323,13354,2000.03
3127,284,14151,2001.03
3111,408,0,2002.03
3197,459,0,2003.03
2658,618,0,2004.03
2412,675,0,2005.03
2367,561,0,2006.03
2514,416,0,2007.03
2413,539,0,2008.03
2743,511,0,2009.03
3143,686,0,2010.03
3607,676,0,2011.03
3585,706,0,2012.03
3634,722,0,2013.03
4084,907,0,2014.03
4013,3,0,2015.03
4204,4,0,2016.03
4758,4,0,2017.03
5352,7,0,2018.03
483,10,1,1987.03
589,9,1,1988.03
662,10,1,1989.03
633,3,210,1990.03
588,13,191,1991.03
628,14,193,1992.03
713,18,241,1993.03
726,26,266,1994.03
775,42,238,1995.03
809,52,253,1996.03
853,82,296,1997.03
903,120,278,1998.03
922,60,275,1999.03
921,40,216,2000.03
979,81,206,2001.03
1023,252,216,2002.03
927,197,218,2003.03
945,52,262,2004.03
924,45,302,2005.03
820,16,333,2006.03
845,78,298,2007.03
774,49,333,2008.03
994,46,354,2009.03
1055,66,1685,2010.03
988,123,366,2011.03
1030,7,,2012.03
982,60,-155,2013.03
993,85,,2014.03
1152,152,,2015.03
1292,104,406,2016.03
1267,351,46,2017.03
1382,676,283,2018.03
421,269,,1987.03
451,185,,1988.03
543,-189,,1989.03
592,161,236,1990.03
655,384,256,1991.03
724,408,195,1992.03
875,422,,1993.03
1053,674,-164,1994.03
1023,418,42,1995.03
1153,113,692,1996.03
1236,258,130,1997.03
1208,140,6,1998.03
1316,184,18,1999.03
1449,197,,2000.03
1630,255,-316,2001.03
1759,246,,2002.03
1853,326,,2003.03
2029,266,1,2004.03
2199,319,6,2005.03
2145,367,13,2006.03
2496,473,,2007.03
2749,852,,2008.03
2513,1702,,2009.03
2338,1601,,2010.03
2467,1558,,2011.03
2771,1722,-6,2012.03
2926,1521,,2013.03
3348,1565,1,2014.03
3532,1449,4,2015.03
3574,1985,0,2016.03
3830,1298,1,2017.03
4324,1212,0,2018.03
1664,1389,0,1987.03
1710,2095,0,1988.03
1535,2306,0,1989.03
1442,1935,0,1990.03
1848,1925,0,1991.03
1768,1573,0,1992.03
1989,1934,0,1993.03
1917,1885,0,1994.03
1937,2355,0,1995.03
1971,2676,0,1996.03
2148,2203,0,1997.03
2174,2284,,1998.03
1982,2781,,1999.03
2168,2380,0,2000.03
2678,2328,0,2001.03
2817,2497,-1,2002.03
2840,2404,-1,2003.03
2726,1363,0,2004.03
3259,1646,0,2005.03
3790,2451,1680,2006.03
4585,2211,348,2007.03
7990,2211,,2008.03
8935,2364,161,2009.03
8316,2274,,2010.03
7783,2153,,2011.03
8157,1700,405,2012.03
7850,32,40,2013.03
8021,51,271,2014.03
8210,38,,2015.03
5924,47,,2016.03
5587,111,,2017.03
5988,155,228,2018.03
3282,167,244,1987.03
3516,145,201,1988.03
4074,149,,1989.03
4081,156,-164,1990.03
4461,130,39,1991.03
4922,83,692,1992.03
5125,161,129,1993.03
5592,129,0,1994.03
5314,94,0,1995.03
5380,152,0,1996.03
5657,144,0,1997.03
6027,125,0,1998.03
5533,165,0,1999.03
6019,264,0,2000.03
7026,140,0,2001.03
7619,204,0,2002.03
7437,176,0,2003.03
7201,192,0,2004.03
7360,134,0,2005.03
7085,137,0,2006.03
7141,315,0,2007.03
7604,122,0,2008.03
9236,87,0,2009.03
8752,279,0,2010.03
9047,230,0,2011.03
9357,288,0,2012.03
9395,354,0,2013.03
9579,228,161,2014.03
10667,215,180,2015.03
10682,544,,2016.03
10114,608,278,2017.03
11368,1031,,2018.03
625,712,,1987.03
653,457,363,1988.03
663,591,129,1989.03
700,646,320,1990.03
767,636,,1991.03
794,697,,1992.03
905,1183,,1993.03
968,1051,-218,1994.03
1042,509,-629,1995.03
1168,18,191,1996.03
1161,22,,1997.03
1404,24,351,1998.03
1292,33,57,1999.03
1422,31,14,2000.03
1644,34,33,2001.03
1670,41,-431,2002.03
1676,45,249,2003.03
1441,54,674,2004.03
1313,65,1610,2005.03
1434,94,2227,2006.03
1459,76,,2007.03
1471,87,3683,2008.03
1563,80,3186,2009.03
1606,114,1833,2010.03
1622,143,214,2011.03
1780,116,298,2012.03
1760,123,1009,2013.03
1704,77,2341,2014.03
1354,135,1985,2015.03
1541,58,3309,2016.03
1546,50,3420,2017.03
1580,184,1363,2018.03
2013,214,1585,1987.03
2520,243,3303,1988.03
3116,151,2977,1989.03
3617,182,2581,1990.03
3358,193,-424,1991.03
3999,192,98,1992.03
4330,235,101,1993.03
4421,206,98,1994.03
4366,246,512,1995.03
4953,364,,1996.03
5194,582,550,1997.03
5490,534,484,1998.03
5625,641,405,1999.03
6172,554,-193,2000.03
7867,433,781,2001.03
9738,289,568,2002.03
7969,260,197,2003.03
8019,513,-379,2004.03
8933,515,-278,2005.03
9680,646,164,2006.03
10793,462,195,2007.03
14337,755,-135,2008.03
14827,635,241,2009.03
13424,824,596,2010.03
16136,19,0,2011.03
17380,24,0,2012.03
16487,26,0,2013.03
21411,34,-147,2014.03
18337,33,0,2015.03
16556,36,,2016.03
17735,39,0,2017.03
20584,48,0,2018.03
2548,59,0,1987.03
2664,72,3,1988.03
2715,92,2,1989.03
2878,79,0,1990.03
3140,116,0,1991.03
3252,197,0,1992.03
3428,256,0,1993.03
3640,235,0,1994.03
3945,350,0,1995.03
3981,390,0,1996.03
3981,111,0,1997.03
4017,230,0,1998.03
4066,123,-424,1999.03
4140,235,98,2000.03
4358,287,101,2001.03
4653,342,244,2002.03
4822,401,512,2003.03
5158,267,,2004.03
5212,332,550,2005.03
5303,70,484,2006.03
5775,249,405,2007.03
6195,305,-196,2008.03
6035,283,779,2009.03
6229,399,568,2010.03
6421,432,197,2011.03
6525,344,-379,2012.03
6819,572,-278,2013.03
7111,469,164,2014.03
7063,406,195,2015.03
7131,342,-135,2016.03
7527,357,241,2017.03
8118,387,596,2018.03
1656,387,0,1987.03
1949,442,0,1988.03
2004,418,0,1989.03
2254,354,0,1990.03
2301,618,0,1991.03
2230,509,0,1992.03
2435,685,0,1993.03
2516,30,0,1994.03
2613,37,0,1995.03
2761,42,0,1996.03
2933,53,0,1997.03
3051,53,0,1998.03
3244,58,0,1999.03
3405,62,0,2000.03
3649,76,0,2001.03
3929,93,0,2002.03
4180,113,0,2003.03
4279,145,0,2004.03
4440,125,0,2005.03
4872,182,0,2006.03
4278,293,-7,2007.03
4142,376,151,2008.03
4375,472,573,2009.03
4379,361,1512,2010.03
4616,468,1715,2011.03
4949,448,,2012.03
5012,565,3133,2013.03
4956,302,2702,2014.03
5099,406,1428,2015.03
5681,485,407,2016.03
5798,532,-483,2017.03
6006,479,441,2018.03
3245,469,2144,1987.03
3276,402,2364,1988.03
3137,622,3587,1989.03
3122,563,3255,1990.03
2740,578,1168,1991.03
2794,583,1720,1992.03
2892,636,3061,1993.03
3064,800,2380,1994.03
3359,846,1847,1995.03
3272,972,546,1996.03
3307,1038,,1997.03
3186,998,123,1998.03
2885,763,,1999.03
2818,733,,2000.03
2725,684,770,2001.03
2736,864,175,2002.03
2851,772,604,2003.03
2643,789,,2004.03
2640,728,,2005.03
2497,918,,2006.03
2606,772,19,2007.03
2493,883,-373,2008.03
2361,13,386,2009.03
2216,18,,2010.03
2328,16,186,2011.03
2312,19,98,2012.03
2223,33,706,2013.03
2289,32,163,2014.03
2399,54,229,2015.03
2393,37,73,2016.03
2046,20,88,2017.03
2000,37,79,2018.03
1537,53,62,1987.03
1521,70,67,1988.03
1532,90,84,1989.03
1579,77,92,1990.03
1620,124,101,1991.03
1722,102,127,1992.03
1978,111,110,1993.03
2688,85,110,1994.03
3060,130,84,1995.03
2907,168,114,1996.03
3191,166,171,1997.03
2941,195,183,1998.03
2830,142,187,1999.03
3363,205,150,2000.03
3600,251,144,2001.03
3723,254,98,2002.03
4196,257,94,2003.03
4158,210,3,2004.03
4536,240,3,2005.03
4552,293,3,2006.03
4743,218,2,2007.03
4911,296,2,2008.03
4206,313,3,2009.03
4083,272,3,2010.03
4483,462,4,2011.03
4269,97,5,2012.03
4330,343,4,2013.03
4465,817,4,2014.03
4659,913,3,2015.03
4910,845,4,2016.03
5071,659,6,2017.03
5429,675,7,2018.03
1914,620,7,1987.03
2332,552,5,1988.03
2349,775,5,1989.03
2570,904,4,1990.03
2670,1012,4,1991.03
2584,28,1,1992.03
2482,30,2,1993.03
2597,48,1,1994.03
2757,59,1,1995.03
2974,87,1,1996.03
2624,75,1,1997.03
2457,75,2,1998.03
2404,85,2,1999.03
2748,67,2,2000.03
3275,101,2,2001.03
2900,134,2,2002.03
2935,122,1,2003.03
2704,208,2,2004.03
2842,248,3,2005.03
2880,340,3,2006.03
2981,429,3,2007.03
2984,404,2,2008.03
3036,404,2,2009.03
3030,517,1,2010.03
3227,539,2,2011.03
3288,417,47,2012.03
2952,403,57,2013.03
2909,370,51,2014.03
2796,330,40,2015.03
3002,976,43,2016.03
3033,1027,54,2017.03
3190,1018,59,2018.03
972,950,65,1987.03
1114,717,82,1988.03
1144,1342,71,1989.03
1172,1018,71,1990.03
1187,988,54,1991.03
1176,959,74,1992.03
1186,1174,110,1993.03
1263,1426,118,1994.03
1376,1220,121,1995.03
1484,1377,95,1996.03
1485,1493,100,1997.03
1486,1322,69,1998.03
1471,1297,66,1999.03
1578,1020,22,2000.03
1623,660,26,2001.03
1679,1040,23,2002.03
1713,1326,19,2003.03
1826,860,20,2004.03
1908,778,25,2005.03
1927,960,27,2006.03
1797,13,30,2007.03
1836,15,38,2008.03
1655,18,33,2009.03
1643,23,33,2010.03
1639,23,25,2011.03
1574,28,34,2012.03
1573,28,51,2013.03
1573,33,54,2014.03
1651,41,56,2015.03
1528,54,47,2016.03
1584,73,36,2017.03
1499,64,23,2018.03
3080,204,22,1987.03
2850,314,0,1988.03
2990,435,0,1989.03
3267,252,0,1990.03
3210,441,0,1991.03
3182,405,0,1992.03
3533,243,0,1993.03
3735,205,0,1994.03
3643,138,0,1995.03
3639,161,0,1996.03
3529,115,0,1997.03
3574,350,0,1998.03
3534,188,0,1999.03
3796,282,0,2000.03
4620,343,1,2001.03
4414,131,1,2002.03
4616,411,1,2003.03
4571,254,0,2004.03
5353,260,0,2005.03
6419,254,0,2006.03
6859,266,0,2007.03
7845,311,298,2008.03
8481,177,315,2009.03
6486,252,386,2010.03
7316,430,483,2011.03
8801,718,512,2012.03
8437,568,465,2013.03
8010,317,459,2014.03
6761,226,507,2015.03
6441,567,493,2016.03
6620,479,502,2017.03
7334,425,553,2018.03
1643,853,574,1987.03
1672,660,610,1988.03
1774,1814,555,1989.03
1892,5,617,1990.03
1919,6,583,1991.03
1953,7,541,1992.03
2114,9,462,1993.03
2341,9,432,1994.03
2683,10,420,1995.03
2815,11,5,1996.03
2912,13,7,1997.03
2934,17,5,1998.03
2597,20,5,1999.03
2820,26,6,2000.03
3681,21,6,2001.03
3606,61,6,2002.03
3515,92,6,2003.03
3042,127,8,2004.03
3347,112,8,2005.03
3264,106,6,2006.03
3047,123,7,2007.03
3300,101,6,2008.03
3645,76,7,2009.03
3476,50,7,2010.03
3815,94,6,2011.03
3844,89,6,2012.03
4121,156,7,2013.03
4461,123,8,2014.03
4373,84,8,2015.03
4209,84,10,2016.03
4615,126,9,2017.03
4870,179,7,2018.03
1646,224,5,1987.03
1708,308,7,1988.03
1778,235,11,1989.03
1903,344,11,1990.03
1904,493,12,1991.03
1909,506,11,1992.03
2018,402,9,1993.03
2271,496,6,1994.03
2429,419,6,1995.03
2438,292,7,1996.03
2378,430,3,1997.03
2305,592,5,1998.03
2106,812,3,1999.03
2144,382,3,2000.03
2384,723,4,2001.03
2581,831,4,2002.03
2801,1222,4,2003.03
3052,1509,4,2004.03
3271,12,5,2005.03
3431,15,5,2006.03
3370,17,4,2007.03
3321,22,5,2008.03
3247,24,5,2009.03
3097,25,5,2010.03
3104,28,5,2011.03
3182,32,4,2012.03
3502,41,4,2013.03
3540,50,5,2014.03
3499,66,6,2015.03
3426,55,6,2016.03
3503,158,8,2017.03
3594,239,7,2018.03
1187,354,7,1987.03
1148,229,5,1988.03
1140,207,7,1989.03
1093,212,11,1990.03
1080,233,11,1991.03
996,210,12,1992.03
1110,152,11,1993.03
1196,212,9,1994.03
1360,294,6,1995.03
1439,305,6,1996.03
1457,345,7,1997.03
1492,442,2,1998.03
1396,488,2,1999.03
1544,383,2,2000.03
1570,458,2,2001.03
1601,525,2,2002.03
1804,536,2,2003.03
1978,540,2,2004.03
2263,513,2,2005.03
2409,481,3,2006.03
2481,584,3,2007.03
2675,609,2,2008.03
2532,737,2,2009.03
2207,581,2,2010.03
2238,594,2,2011.03
2225,574,2,2012.03
2439,585,1,2013.03
2762,606,2,2014.03
2950,792,2,2015.03
3046,515,2,2016.03
3086,786,2,2017.03
3212,798,2,2018.03
1801,989,2,1987.03
1668,8,0,1988.03
1837,10,0,1989.03
2021,8,0,1990.03
2034,14,0,1991.03
2106,12,0,1992.03
2251,19,0,1993.03
2338,19,0,1994.03
2414,19,0,1995.03
2333,23,0,1996.03
2346,32,0,1997.03
2491,35,0,1998.03
2341,42,3,1999.03
2470,46,4,2000.03
2874,64,3,2001.03
2859,100,3,2002.03
2936,121,2,2003.03
3036,154,2,2004.03
3333,171,3,2005.03
3585,132,2,2006.03
4101,191,4,2007.03
4219,176,3,2008.03
3700,172,3,2009.03
2990,177,3,2010.03
3774,158,3,2011.03
3972,216,6,2012.03
3509,289,2,2013.03
3389,278,2,2014.03
3626,297,2,2015.03
3449,255,2,2016.03
3245,277,1,2017.03
3494,297,1,2018.03
2344,259,2376,1987.03
2305,295,2765,1988.03
2276,525,2756,1989.03
2462,371,2599,1990.03
2310,621,2547,1991.03
2142,457,2124,1992.03
2274,284,1781,1993.03
2574,341,1872,1994.03
2869,455,2029,1995.03
3023,375,2064,1996.03
3097,350,2076,1997.03
3176,366,2049,1998.03
3143,385,1971,1999.03
3536,208,1903,2000.03
3762,360,1911,2001.03
4126,368,1880,2002.03
4321,8,1755,2003.03
4700,10,1751,2004.03
4863,10,1842,2005.03
5092,10,1925,2006.03
5373,14,1989,2007.03
5391,18,1996,2008.03
5519,20,1933,2009.03
4893,25,2001,2010.03
4924,26,2176,2011.03
4749,27,2265,2012.03
4834,33,2489,2013.03
5037,32,2694,2014.03
5404,36,3127,2015.03
5770,52,3186,2016.03
6010,87,3786,2017.03
6348,68,4095,2018.03
2320,103,4420,1987.03
2529,101,0,1988.03
2338,67,0,1989.03
2390,98,0,1990.03
1917,120,0,1991.03
1662,126,0,1992.03
1861,168,0,1993.03
1978,150,0,1994.03
2235,194,0,1995.03
2301,314,0,1996.03
2195,224,0,1997.03
1838,213,0,1998.03
1999,230,0,1999.03
1718,90,0,2000.03
1919,219,0,2001.03
2002,265,0,2002.03
2182,307,0,2003.03
2156,255,8,2004.03
2220,295,7,2005.03
2226,273,2,2006.03
2079,233,2,2007.03
2425,414,4,2008.03
2325,253,2056,2009.03
2411,326,2005,2010.03
2665,235,2002,2011.03
2724,179,1952,2012.03
2594,329,1831,2013.03
2518,246,1847,2014.03
2654,282,1947,2015.03
2924,257,2040,2016.03
3248,251,2133,2017.03
3780,7,2121,2018.03
2741,11,2056,1987.03
2812,11,2095,1988.03
2602,13,2304,1989.03
2790,15,2457,1990.03
2694,19,2690,1991.03
2680,20,2900,1992.03
2895,21,3303,1993.03
3300,27,3352,1994.03
3754,37,3895,1995.03
3769,38,4200,1996.03
3973,32,582,1997.03
3891,39,582,1998.03
3712,53,605,1999.03
4070,71,413,2000.03
4583,110,356,2001.03
4862,98,300,2002.03
4986,100,263,2003.03
5338,100,321,2004.03
5829,135,331,2005.03
6169,137,352,2006.03
6499,129,334,2007.03
6913,72,288,2008.03
6649,201,296,2009.03
6321,237,312,2010.03
6756,213,374,2011.03
6739,238,471,2012.03
6689,260,497,2013.03
6652,221,446,2014.03
7145,257,434,2015.03
7473,229,477,2016.03
7846,268,465,2017.03
8326,313,471,2018.03
1018,383,524,1987.03
1003,452,558,1988.03
955,456,588,1989.03
965,397,530,1990.03
963,343,592,1991.03
953,490,558,1992.03
1037,561,530,1993.03
1243,508,455,1994.03
1368,326,429,1995.03
1303,519,417,1996.03
